*** 2025-12-07  14:14:26 *** (restart)
FD : today at 07:57 <=> 11/30/2025 : AG

_*** 2025-12-07  18:19:26 ***_

_*** 2025-12-07  18:22:31 ***_

_*** 2025-12-07  18:25:37 ***_

_*** 2025-12-07  18:28:42 ***_

_*** 2025-12-07  18:31:47 ***_

_*** 2025-12-07  18:34:53 ***_

_*** 2025-12-07  18:37:58 ***_

_*** 2025-12-07  18:41:03 ***_

_*** 2025-12-07  18:44:09 ***_

_*** 2025-12-07  18:47:14 ***_

_*** 2025-12-07  18:50:20 ***_

_*** 2025-12-07  18:53:25 ***_

_*** 2025-12-07  18:56:30 ***_

_*** 2025-12-07  18:59:36 ***_

_*** 2025-12-07  19:02:41 ***_

_*** 2025-12-07  19:05:46 ***_

_*** 2025-12-07  19:08:52 ***_

_*** 2025-12-07  19:11:57 ***_

_*** 2025-12-07  19:15:02 ***_

_*** 2025-12-07  19:18:08 ***_

_*** 2025-12-07  19:21:13 ***_

_*** 2025-12-07  19:24:18 ***_

_*** 2025-12-07  19:27:24 ***_

_*** 2025-12-07  19:30:29 ***_

_*** 2025-12-07  19:33:34 ***_

_*** 2025-12-07  19:36:40 ***_

_*** 2025-12-07  19:39:45 ***_

_*** 2025-12-07  19:42:50 ***_

_*** 2025-12-07  19:45:56 ***_

_*** 2025-12-07  19:49:01 ***_

_*** 2025-12-07  19:52:06 ***_

_*** 2025-12-07  19:55:12 ***_

_*** 2025-12-07  19:58:17 ***_

_*** 2025-12-07  20:01:22 ***_

_*** 2025-12-07  20:04:28 ***_

_*** 2025-12-07  20:07:33 ***_

*** 2025-12-07  20:09:36 *** (restart)
FD : today at 07:57 <=> 11/30/2025 : AG

*** 2025-12-07  20:10:24 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:11:12 ***_

*** 2025-12-07  20:14:17 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:15:05 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:15:52 ***_

*** 2025-12-07  20:18:57 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:19:45 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:20:32 ***_

*** 2025-12-07  20:23:37 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:24:24 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:25:12 ***_

*** 2025-12-07  20:28:17 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:29:04 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:29:52 ***_

*** 2025-12-07  20:32:57 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:33:44 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:34:31 ***_

*** 2025-12-07  20:37:37 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:38:24 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:39:11 ***_

*** 2025-12-07  20:42:17 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:43:04 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:43:51 ***_

*** 2025-12-07  20:46:57 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:47:44 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:48:31 ***_

*** 2025-12-07  20:51:36 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:52:24 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:53:11 ***_

*** 2025-12-07  20:56:16 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  20:57:04 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  20:57:51 ***_

*** 2025-12-07  21:00:56 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:01:44 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:02:31 ***_

*** 2025-12-07  21:05:36 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:06:23 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:07:11 ***_

*** 2025-12-07  21:10:16 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:11:03 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:11:51 ***_

*** 2025-12-07  21:14:56 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:15:43 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:16:30 ***_

*** 2025-12-07  21:19:36 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:20:23 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:21:10 ***_

*** 2025-12-07  21:24:16 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:25:03 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:25:50 ***_

*** 2025-12-07  21:28:56 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:29:43 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:30:30 ***_

*** 2025-12-07  21:33:35 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:34:22 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:35:10 ***_

*** 2025-12-07  21:38:15 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:39:02 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:39:50 ***_

*** 2025-12-07  21:42:55 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:43:42 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:44:30 ***_

*** 2025-12-07  21:47:35 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:48:22 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:49:10 ***_

*** 2025-12-07  21:52:15 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:53:02 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:53:49 ***_

*** 2025-12-07  21:56:55 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  21:57:42 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  21:58:29 ***_

*** 2025-12-07  22:01:35 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:02:22 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:03:09 ***_

*** 2025-12-07  22:06:14 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:07:02 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:07:49 ***_

*** 2025-12-07  22:10:54 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:11:41 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:12:29 ***_

*** 2025-12-07  22:15:34 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:16:21 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:17:09 ***_

*** 2025-12-07  22:20:14 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:21:02 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:21:49 ***_

*** 2025-12-07  22:24:54 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:25:41 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:26:29 ***_

*** 2025-12-07  22:29:34 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:30:21 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:31:08 ***_

*** 2025-12-07  22:34:14 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:35:01 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:35:48 ***_

*** 2025-12-07  22:38:54 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:39:41 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:40:28 ***_

*** 2025-12-07  22:43:33 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:44:21 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:45:08 ***_

*** 2025-12-07  22:48:13 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:49:01 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:49:48 ***_

*** 2025-12-07  22:52:53 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:53:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:54:28 ***_

*** 2025-12-07  22:57:33 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  22:58:20 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  22:59:08 ***_

*** 2025-12-07  23:02:13 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:03:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:03:48 ***_

*** 2025-12-07  23:06:53 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:07:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:08:27 ***_

*** 2025-12-07  23:11:33 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:12:20 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:13:08 ***_

*** 2025-12-07  23:16:13 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:17:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:17:48 ***_

*** 2025-12-07  23:20:53 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:21:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:22:27 ***_

*** 2025-12-07  23:25:33 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:26:20 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:27:07 ***_

*** 2025-12-07  23:30:13 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:31:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:31:47 ***_

*** 2025-12-07  23:34:53 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:35:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:36:27 ***_

*** 2025-12-07  23:39:32 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:40:20 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:41:07 ***_

*** 2025-12-07  23:44:12 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:45:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:45:47 ***_

*** 2025-12-07  23:48:52 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:49:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:50:27 ***_

*** 2025-12-07  23:53:32 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:54:19 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:55:07 ***_

*** 2025-12-07  23:58:12 ***
FD : today at 07:57 <=>  ==:== AG

*** 2025-12-07  23:59:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-07  23:59:47 ***_

*** 2025-12-08  00:02:52 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:03:39 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:04:27 ***_

*** 2025-12-08  00:07:32 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:08:19 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:09:07 ***_

*** 2025-12-08  00:12:12 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:12:59 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:13:47 ***_

*** 2025-12-08  00:16:52 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:17:39 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:18:27 ***_

*** 2025-12-08  00:21:32 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:22:19 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:23:07 ***_

*** 2025-12-08  00:26:12 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:27:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:27:47 ***_

*** 2025-12-08  00:30:52 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:31:40 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:32:27 ***_

*** 2025-12-08  00:35:32 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:36:20 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:37:07 ***_

*** 2025-12-08  00:40:13 ***
FD : yesterday at 07:57 <=>  ==:== AG

*** 2025-12-08  00:41:00 ***
FD :  <=>  ==:== AG

_*** 2025-12-08  00:41:48 ***_

