*** 2025-11-06  05:47:03 *** (restart)
FD : yesterday at 09:27 <=> yesterday at 16:37 : AG

*** 2025-11-06  05:47:55 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  08:15:40 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:16:30 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:17:19 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:18:09 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:18:59 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:19:48 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:20:38 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:21:27 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:22:17 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:23:06 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:23:56 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:24:45 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:25:35 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:26:24 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:27:14 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:28:04 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:28:53 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:29:43 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:30:33 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:31:22 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:32:12 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:33:01 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:33:51 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:34:40 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:35:30 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:36:19 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:37:08 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:37:58 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:38:48 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:39:37 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:40:27 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:41:16 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:42:06 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:42:55 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:43:45 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:44:34 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:45:24 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:46:14 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:47:03 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:47:52 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:48:42 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:49:31 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:50:21 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:51:11 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:52:01 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:52:51 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:53:40 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  08:58:24 *** (restart)
FD : yesterday at 09:27 <=> 26 minutes ago : AG

*** 2025-11-06  08:59:15 ***
FD : ==:==  <=> 27 minutes ago : AG

*** 2025-11-06  09:00:06 ***
FD : ==:==  <=> 28 minutes ago : AG

*** 2025-11-06  09:00:56 ***
FD : ==:==  <=> 29 minutes ago : AG

*** 2025-11-06  09:01:46 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:02:35 ***
FD : ==:==  <=> 30 minutes ago : AG

*** 2025-11-06  09:03:26 ***
FD : ==:==  <=> 31 minutes ago : AG

*** 2025-11-06  09:04:15 ***
FD : ==:==  <=> 32 minutes ago : AG

*** 2025-11-06  09:05:05 ***
FD : ==:==  <=> 33 minutes ago : AG

*** 2025-11-06  09:05:55 ***
FD : ==:==  <=> 34 minutes ago : AG

*** 2025-11-06  09:06:45 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:07:36 ***
FD : ==:==  <=> 35 minutes ago : AG

*** 2025-11-06  09:08:26 ***
FD : ==:==  <=> 36 minutes ago : AG

*** 2025-11-06  09:09:15 ***
FD : ==:==  <=> 37 minutes ago : AG

*** 2025-11-06  09:10:05 ***
FD : ==:==  <=> 38 minutes ago : AG

*** 2025-11-06  09:10:56 ***
FD : ==:==  <=> 39 minutes ago : AG

*** 2025-11-06  09:11:45 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:12:35 ***
FD : ==:==  <=> 40 minutes ago : AG

*** 2025-11-06  09:13:26 ***
FD : ==:==  <=> 41 minutes ago : AG

*** 2025-11-06  09:14:15 ***
FD : ==:==  <=> 42 minutes ago : AG

*** 2025-11-06  09:15:05 ***
FD : ==:==  <=> 43 minutes ago : AG

*** 2025-11-06  09:15:55 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:16:44 ***
FD : ==:==  <=> 44 minutes ago : AG

*** 2025-11-06  09:17:34 ***
FD : ==:==  <=> 45 minutes ago : AG

*** 2025-11-06  09:18:24 ***
FD : ==:==  <=> 46 minutes ago : AG

*** 2025-11-06  09:19:14 ***
FD : ==:==  <=> 47 minutes ago : AG

*** 2025-11-06  09:20:04 ***
FD : ==:==  <=> 48 minutes ago : AG

*** 2025-11-06  09:20:53 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:21:43 ***
FD : ==:==  <=> 49 minutes ago : AG

*** 2025-11-06  09:22:33 ***
FD : ==:==  <=> 50 minutes ago : AG

*** 2025-11-06  09:23:22 ***
FD : ==:==  <=> 51 minutes ago : AG

*** 2025-11-06  09:24:12 ***
FD : ==:==  <=> 52 minutes ago : AG

*** 2025-11-06  09:25:01 ***
FD : ==:==  <=> 53 minutes ago : AG

*** 2025-11-06  09:25:50 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:26:40 ***
FD : ==:==  <=> 54 minutes ago : AG

*** 2025-11-06  09:27:30 ***
FD : ==:==  <=> 55 minutes ago : AG

*** 2025-11-06  09:28:20 ***
FD : ==:==  <=> 56 minutes ago : AG

*** 2025-11-06  09:29:09 ***
FD : ==:==  <=> 57 minutes ago : AG

*** 2025-11-06  09:29:59 ***
FD : ==:==  <=> 58 minutes ago : AG

*** 2025-11-06  09:30:49 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  09:31:38 ***
FD : ==:==  <=> 59 minutes ago : AG

*** 2025-11-06  09:32:27 ***
FD : ==:==  <=> 1 hour ago : AG

*** 2025-11-06  09:33:17 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  09:34:06 ***_

_*** 2025-11-06  09:37:12 ***_

_*** 2025-11-06  09:40:18 ***_

_*** 2025-11-06  09:43:24 ***_

_*** 2025-11-06  09:46:30 ***_

_*** 2025-11-06  09:49:36 ***_

_*** 2025-11-06  09:52:42 ***_

_*** 2025-11-06  09:55:48 ***_

_*** 2025-11-06  09:58:54 ***_

_*** 2025-11-06  10:02:00 ***_

*** 2025-11-06  10:05:06 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  10:05:56 ***
FD : ==:==  <=> just now : AG

*** 2025-11-06  10:06:46 ***
FD : ==:==  <=> 1 minute ago : AG

*** 2025-11-06  10:07:35 ***
FD : ==:==  <=> 2 minutes ago : AG

*** 2025-11-06  10:08:25 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:09:15 ***
FD : ==:==  <=> 3 minutes ago : AG

*** 2025-11-06  10:10:05 ***
FD : ==:==  <=> 4 minutes ago : AG

*** 2025-11-06  10:10:54 ***
FD : ==:==  <=> 5 minutes ago : AG

*** 2025-11-06  10:11:44 ***
FD : ==:==  <=> 6 minutes ago : AG

*** 2025-11-06  10:12:34 ***
FD : ==:==  <=> 7 minutes ago : AG

*** 2025-11-06  10:13:23 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:14:13 ***
FD : ==:==  <=> 8 minutes ago : AG

*** 2025-11-06  10:15:03 ***
FD : ==:==  <=> 9 minutes ago : AG

*** 2025-11-06  10:15:53 ***
FD : ==:==  <=> 10 minutes ago : AG

*** 2025-11-06  10:16:42 ***
FD : ==:==  <=> 11 minutes ago : AG

*** 2025-11-06  10:17:31 ***
FD : ==:==  <=> 12 minutes ago : AG

*** 2025-11-06  10:18:21 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:19:11 ***
FD : ==:==  <=> 13 minutes ago : AG

*** 2025-11-06  10:20:01 ***
FD : ==:==  <=> 14 minutes ago : AG

*** 2025-11-06  10:20:50 ***
FD : ==:==  <=> 15 minutes ago : AG

*** 2025-11-06  10:21:40 ***
FD : ==:==  <=> 16 minutes ago : AG

*** 2025-11-06  10:22:29 ***
FD : ==:==  <=> 17 minutes ago : AG

*** 2025-11-06  10:23:19 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:24:09 ***
FD : ==:==  <=> 18 minutes ago : AG

*** 2025-11-06  10:24:58 ***
FD : ==:==  <=> 19 minutes ago : AG

*** 2025-11-06  10:25:47 ***
FD : ==:==  <=> 20 minutes ago : AG

*** 2025-11-06  10:26:37 ***
FD : ==:==  <=> 21 minutes ago : AG

*** 2025-11-06  10:27:27 ***
FD : ==:==  <=> 22 minutes ago : AG

*** 2025-11-06  10:28:16 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:29:06 ***
FD : ==:==  <=> 23 minutes ago : AG

*** 2025-11-06  10:29:56 ***
FD : ==:==  <=> 24 minutes ago : AG

*** 2025-11-06  10:30:46 ***
FD : ==:==  <=> 25 minutes ago : AG

*** 2025-11-06  10:31:36 ***
FD : ==:==  <=> 26 minutes ago : AG

*** 2025-11-06  10:32:26 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:33:15 ***
FD : ==:==  <=> 27 minutes ago : AG

*** 2025-11-06  10:34:05 ***
FD : ==:==  <=> 28 minutes ago : AG

*** 2025-11-06  10:34:55 ***
FD : ==:==  <=> 29 minutes ago : AG

*** 2025-11-06  10:35:44 ***
FD : ==:==  <=> 30 minutes ago : AG

*** 2025-11-06  10:36:34 ***
FD : ==:==  <=> 31 minutes ago : AG

*** 2025-11-06  10:37:24 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:38:13 ***
FD : ==:==  <=> 32 minutes ago : AG

*** 2025-11-06  10:39:03 ***
FD : ==:==  <=> 33 minutes ago : AG

*** 2025-11-06  10:39:52 ***
FD : ==:==  <=> 34 minutes ago : AG

*** 2025-11-06  10:40:42 ***
FD : ==:==  <=> 35 minutes ago : AG

*** 2025-11-06  10:41:31 ***
FD : ==:==  <=> 36 minutes ago : AG

*** 2025-11-06  10:42:21 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:43:11 ***
FD : ==:==  <=> 37 minutes ago : AG

*** 2025-11-06  10:44:00 ***
FD : ==:==  <=> 38 minutes ago : AG

*** 2025-11-06  10:44:50 ***
FD : ==:==  <=> 39 minutes ago : AG

*** 2025-11-06  10:45:39 ***
FD : ==:==  <=> 40 minutes ago : AG

*** 2025-11-06  10:46:29 ***
FD : ==:==  <=> 41 minutes ago : AG

*** 2025-11-06  10:47:18 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:48:08 ***
FD : ==:==  <=> 42 minutes ago : AG

*** 2025-11-06  10:48:58 ***
FD : ==:==  <=> 43 minutes ago : AG

*** 2025-11-06  10:49:47 ***
FD : ==:==  <=> 44 minutes ago : AG

*** 2025-11-06  10:50:37 ***
FD : ==:==  <=> 45 minutes ago : AG

*** 2025-11-06  10:51:26 ***
FD : ==:==  <=> 46 minutes ago : AG

*** 2025-11-06  10:52:16 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:53:06 ***
FD : ==:==  <=> 47 minutes ago : AG

*** 2025-11-06  10:53:55 ***
FD : ==:==  <=> 48 minutes ago : AG

*** 2025-11-06  10:54:45 ***
FD : ==:==  <=> 49 minutes ago : AG

*** 2025-11-06  10:55:34 ***
FD : ==:==  <=> 50 minutes ago : AG

*** 2025-11-06  10:56:24 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  10:57:14 ***
FD : ==:==  <=> 51 minutes ago : AG

*** 2025-11-06  10:58:03 ***
FD : ==:==  <=> 52 minutes ago : AG

*** 2025-11-06  10:58:53 ***
FD : ==:==  <=> 53 minutes ago : AG

*** 2025-11-06  10:59:43 ***
FD : ==:==  <=> 54 minutes ago : AG

*** 2025-11-06  11:00:33 ***
FD : ==:==  <=> 55 minutes ago : AG

*** 2025-11-06  11:01:22 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:02:12 ***
FD : ==:==  <=> 56 minutes ago : AG

*** 2025-11-06  11:03:02 ***
FD : ==:==  <=> 57 minutes ago : AG

*** 2025-11-06  11:03:52 ***
FD : ==:==  <=> 58 minutes ago : AG

*** 2025-11-06  11:04:42 ***
FD : ==:==  <=> 59 minutes ago : AG

*** 2025-11-06  11:05:32 ***
FD : ==:==  <=> 1 hour ago : AG

*** 2025-11-06  11:06:22 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  11:07:12 ***_

_*** 2025-11-06  11:10:18 ***_

_*** 2025-11-06  11:13:24 ***_

*** 2025-11-06  11:16:30 ***
FD : ==:==  <=> 1 minute ago : AG

*** 2025-11-06  11:17:20 ***
FD : ==:==  <=> 2 minutes ago : AG

*** 2025-11-06  11:18:09 ***
FD : ==:==  <=> 3 minutes ago : AG

*** 2025-11-06  11:18:59 ***
FD : ==:==  <=> 4 minutes ago : AG

*** 2025-11-06  11:19:49 ***
FD : ==:==  <=> 5 minutes ago : AG

*** 2025-11-06  11:20:39 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:21:28 ***
FD : ==:==  <=> 6 minutes ago : AG

*** 2025-11-06  11:22:18 ***
FD : ==:==  <=> 7 minutes ago : AG

*** 2025-11-06  11:23:07 ***
FD : ==:==  <=> 8 minutes ago : AG

*** 2025-11-06  11:23:57 ***
FD : ==:==  <=> 9 minutes ago : AG

*** 2025-11-06  11:24:47 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:25:36 ***
FD : ==:==  <=> 10 minutes ago : AG

*** 2025-11-06  11:26:26 ***
FD : ==:==  <=> 11 minutes ago : AG

*** 2025-11-06  11:27:15 ***
FD : ==:==  <=> online : AG

*** 2025-11-06  11:28:05 ***
FD : ==:==  <=> just now : AG

*** 2025-11-06  11:28:54 ***
FD : ==:==  <=> 1 minute ago : AG

*** 2025-11-06  11:29:43 ***
FD : ==:==  <=> 2 minutes ago : AG

*** 2025-11-06  11:30:33 ***
FD : ==:==  <=> 3 minutes ago : AG

*** 2025-11-06  11:31:22 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:32:12 ***
FD : ==:==  <=> 4 minutes ago : AG

*** 2025-11-06  11:33:01 ***
FD : ==:==  <=> 5 minutes ago : AG

*** 2025-11-06  11:33:51 ***
FD : ==:==  <=> 6 minutes ago : AG

*** 2025-11-06  11:34:40 ***
FD : ==:==  <=> 7 minutes ago : AG

*** 2025-11-06  11:35:30 ***
FD : ==:==  <=> 8 minutes ago : AG

*** 2025-11-06  11:36:20 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:37:09 ***
FD : ==:==  <=> 9 minutes ago : AG

*** 2025-11-06  11:38:00 ***
FD : ==:==  <=> 10 minutes ago : AG

*** 2025-11-06  11:38:50 ***
FD : ==:==  <=> 11 minutes ago : AG

*** 2025-11-06  11:39:39 ***
FD : ==:==  <=> 12 minutes ago : AG

*** 2025-11-06  11:40:29 ***
FD : ==:==  <=> 13 minutes ago : AG

*** 2025-11-06  11:41:18 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:42:08 ***
FD : ==:==  <=> 14 minutes ago : AG

*** 2025-11-06  11:42:58 ***
FD : ==:==  <=> 15 minutes ago : AG

*** 2025-11-06  11:43:48 ***
FD : ==:==  <=> 16 minutes ago : AG

*** 2025-11-06  11:44:37 ***
FD : ==:==  <=> 17 minutes ago : AG

*** 2025-11-06  11:45:27 ***
FD : ==:==  <=> 18 minutes ago : AG

*** 2025-11-06  11:46:17 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:47:06 ***
FD : ==:==  <=> 19 minutes ago : AG

*** 2025-11-06  11:47:56 ***
FD : ==:==  <=> 20 minutes ago : AG

*** 2025-11-06  11:48:45 ***
FD : ==:==  <=> 21 minutes ago : AG

*** 2025-11-06  11:49:35 ***
FD : ==:==  <=> 22 minutes ago : AG

*** 2025-11-06  11:50:25 ***
FD : ==:==  <=> 23 minutes ago : AG

*** 2025-11-06  11:51:15 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:52:05 ***
FD : ==:==  <=> 24 minutes ago : AG

*** 2025-11-06  11:52:54 ***
FD : ==:==  <=> 25 minutes ago : AG

*** 2025-11-06  11:53:44 ***
FD : ==:==  <=> 26 minutes ago : AG

*** 2025-11-06  11:54:34 ***
FD : ==:==  <=> 27 minutes ago : AG

*** 2025-11-06  11:55:24 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  11:56:14 ***
FD : ==:==  <=> 28 minutes ago : AG

*** 2025-11-06  11:57:04 ***
FD : ==:==  <=> 29 minutes ago : AG

*** 2025-11-06  11:57:54 ***
FD : ==:==  <=> 30 minutes ago : AG

*** 2025-11-06  11:58:44 ***
FD : ==:==  <=> 31 minutes ago : AG

*** 2025-11-06  11:59:34 ***
FD : ==:==  <=> 32 minutes ago : AG

*** 2025-11-06  12:00:23 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:01:13 ***
FD : ==:==  <=> 33 minutes ago : AG

*** 2025-11-06  12:02:03 ***
FD : ==:==  <=> 34 minutes ago : AG

*** 2025-11-06  12:02:52 ***
FD : ==:==  <=> 35 minutes ago : AG

*** 2025-11-06  12:03:42 ***
FD : ==:==  <=> 36 minutes ago : AG

*** 2025-11-06  12:04:32 ***
FD : ==:==  <=> 37 minutes ago : AG

*** 2025-11-06  12:05:21 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:06:11 ***
FD : ==:==  <=> 38 minutes ago : AG

*** 2025-11-06  12:07:01 ***
FD : ==:==  <=> 39 minutes ago : AG

*** 2025-11-06  12:07:51 ***
FD : ==:==  <=> 40 minutes ago : AG

*** 2025-11-06  12:08:40 ***
FD : ==:==  <=> 41 minutes ago : AG

*** 2025-11-06  12:09:30 ***
FD : ==:==  <=> 42 minutes ago : AG

*** 2025-11-06  12:10:20 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:11:09 ***
FD : ==:==  <=> 43 minutes ago : AG

*** 2025-11-06  12:11:59 ***
FD : ==:==  <=> 44 minutes ago : AG

*** 2025-11-06  12:12:49 ***
FD : ==:==  <=> 45 minutes ago : AG

*** 2025-11-06  12:13:38 ***
FD : ==:==  <=> 46 minutes ago : AG

*** 2025-11-06  12:14:28 ***
FD : ==:==  <=> 47 minutes ago : AG

*** 2025-11-06  12:15:18 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:16:08 ***
FD : ==:==  <=> 48 minutes ago : AG

*** 2025-11-06  12:16:57 ***
FD : ==:==  <=> 49 minutes ago : AG

*** 2025-11-06  12:17:47 ***
FD : ==:==  <=> 50 minutes ago : AG

*** 2025-11-06  12:18:36 ***
FD : ==:==  <=> 51 minutes ago : AG

*** 2025-11-06  12:19:26 ***
FD : ==:==  <=> 52 minutes ago : AG

*** 2025-11-06  12:20:17 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:21:06 ***
FD : ==:==  <=> 53 minutes ago : AG

*** 2025-11-06  12:21:56 ***
FD : ==:==  <=> 54 minutes ago : AG

*** 2025-11-06  12:22:45 ***
FD : ==:==  <=> 55 minutes ago : AG

*** 2025-11-06  12:23:35 ***
FD : ==:==  <=> 56 minutes ago : AG

*** 2025-11-06  12:24:25 ***
FD : ==:==  <=>  : ==:== AG

*** 2025-11-06  12:25:14 ***
FD : ==:==  <=> 57 minutes ago : AG

*** 2025-11-06  12:26:04 ***
FD : ==:==  <=> 58 minutes ago : AG

*** 2025-11-06  12:26:54 ***
FD : ==:==  <=> 59 minutes ago : AG

*** 2025-11-06  12:27:45 ***
FD : ==:==  <=> 1 hour ago : AG

*** 2025-11-06  12:28:34 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  12:29:24 ***_

_*** 2025-11-06  12:32:30 ***_

_*** 2025-11-06  12:35:36 ***_

_*** 2025-11-06  12:38:42 ***_

_*** 2025-11-06  12:41:48 ***_

_*** 2025-11-06  12:44:54 ***_

_*** 2025-11-06  12:48:00 ***_

_*** 2025-11-06  12:51:06 ***_

_*** 2025-11-06  12:54:12 ***_

_*** 2025-11-06  12:57:18 ***_

_*** 2025-11-06  13:00:24 ***_

_*** 2025-11-06  13:03:31 ***_

_*** 2025-11-06  13:06:37 ***_

_*** 2025-11-06  13:09:43 ***_

_*** 2025-11-06  13:12:49 ***_

_*** 2025-11-06  13:15:55 ***_

_*** 2025-11-06  13:19:01 ***_

_*** 2025-11-06  13:22:07 ***_

_*** 2025-11-06  13:25:13 ***_

*** 2025-11-06  13:28:19 ***
FD : ==:==  <=> 2 hours ago : AG

*** 2025-11-06  13:29:08 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  13:29:58 ***_

_*** 2025-11-06  13:33:04 ***_

_*** 2025-11-06  13:36:10 ***_

_*** 2025-11-06  13:39:16 ***_

_*** 2025-11-06  13:42:22 ***_

_*** 2025-11-06  13:45:28 ***_

_*** 2025-11-06  13:48:34 ***_

*** 2025-11-06  13:51:49 *** (restart)
FD : yesterday at 09:27 <=> 2 hours ago : AG

*** 2025-11-06  13:52:41 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  13:53:31 ***_

_*** 2025-11-06  13:56:37 ***_

_*** 2025-11-06  13:59:43 ***_

_*** 2025-11-06  14:02:49 ***_

_*** 2025-11-06  14:05:55 ***_

_*** 2025-11-06  14:09:01 ***_

_*** 2025-11-06  14:12:07 ***_

_*** 2025-11-06  14:15:13 ***_

_*** 2025-11-06  14:18:19 ***_

_*** 2025-11-06  14:21:25 ***_

_*** 2025-11-06  14:24:31 ***_

*** 2025-11-06  14:27:37 ***
FD : ==:==  <=> 3 hours ago : AG

*** 2025-11-06  14:28:26 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  14:29:16 ***_

_*** 2025-11-06  14:32:21 ***_

_*** 2025-11-06  14:35:27 ***_

_*** 2025-11-06  14:38:33 ***_

_*** 2025-11-06  14:41:39 ***_

_*** 2025-11-06  14:44:45 ***_

_*** 2025-11-06  14:47:51 ***_

_*** 2025-11-06  14:50:57 ***_

_*** 2025-11-06  14:54:03 ***_

_*** 2025-11-06  14:57:09 ***_

_*** 2025-11-06  15:00:15 ***_

_*** 2025-11-06  15:03:21 ***_

_*** 2025-11-06  15:06:27 ***_

_*** 2025-11-06  15:09:33 ***_

_*** 2025-11-06  15:12:39 ***_

_*** 2025-11-06  15:15:45 ***_

_*** 2025-11-06  15:18:50 ***_

_*** 2025-11-06  15:21:56 ***_

_*** 2025-11-06  15:25:02 ***_

*** 2025-11-06  15:28:08 ***
FD : ==:==  <=> 4 hours ago : AG

*** 2025-11-06  15:28:58 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-06  15:29:48 ***_

_*** 2025-11-06  15:32:54 ***_

_*** 2025-11-06  15:36:00 ***_

_*** 2025-11-06  15:39:06 ***_

_*** 2025-11-06  15:42:11 ***_

_*** 2025-11-06  15:45:17 ***_

_*** 2025-11-06  15:48:23 ***_

_*** 2025-11-06  15:51:29 ***_

_*** 2025-11-06  15:54:35 ***_

_*** 2025-11-06  15:57:41 ***_

