*** 2025-11-15  05:52:19 *** (restart)
FD : yesterday at 06:21 <=> yesterday at 19:53 : AG

_*** 2025-11-15  08:38:21 ***_

_*** 2025-11-15  08:41:27 ***_

_*** 2025-11-15  08:44:33 ***_

_*** 2025-11-15  08:47:39 ***_

_*** 2025-11-15  08:50:44 ***_

_*** 2025-11-15  08:53:50 ***_

_*** 2025-11-15  08:56:56 ***_

_*** 2025-11-15  09:00:02 ***_

_*** 2025-11-15  09:03:08 ***_

_*** 2025-11-15  09:06:14 ***_

_*** 2025-11-15  09:09:20 ***_

_*** 2025-11-15  09:12:26 ***_

_*** 2025-11-15  09:15:32 ***_

_*** 2025-11-15  09:18:38 ***_

_*** 2025-11-15  09:21:44 ***_

_*** 2025-11-15  09:24:49 ***_

_*** 2025-11-15  09:27:55 ***_

_*** 2025-11-15  09:31:01 ***_

_*** 2025-11-15  09:34:07 ***_

_*** 2025-11-15  09:37:13 ***_

_*** 2025-11-15  09:40:19 ***_

_*** 2025-11-15  09:43:25 ***_

_*** 2025-11-15  09:46:31 ***_

_*** 2025-11-15  09:49:37 ***_

_*** 2025-11-15  09:52:43 ***_

_*** 2025-11-15  09:55:49 ***_

_*** 2025-11-15  09:58:55 ***_

_*** 2025-11-15  10:02:01 ***_

_*** 2025-11-15  10:05:06 ***_

_*** 2025-11-15  10:08:12 ***_

_*** 2025-11-15  10:11:18 ***_

_*** 2025-11-15  10:14:24 ***_

_*** 2025-11-15  10:17:30 ***_

_*** 2025-11-15  10:20:36 ***_

_*** 2025-11-15  10:23:42 ***_

_*** 2025-11-15  10:26:48 ***_

_*** 2025-11-15  10:29:54 ***_

_*** 2025-11-15  10:33:00 ***_

_*** 2025-11-15  10:36:06 ***_

_*** 2025-11-15  10:39:12 ***_

_*** 2025-11-15  10:42:18 ***_

_*** 2025-11-15  10:45:24 ***_

_*** 2025-11-15  10:48:29 ***_

_*** 2025-11-15  10:51:35 ***_

_*** 2025-11-15  10:54:41 ***_

_*** 2025-11-15  10:57:47 ***_

_*** 2025-11-15  11:00:53 ***_

*** 2025-11-15  11:03:59 ***
FD : ==:==  <=> 1 minute ago : AG

*** 2025-11-15  11:04:48 ***
FD : ==:==  <=> 2 minutes ago : AG

*** 2025-11-15  11:05:38 ***
FD : ==:==  <=> 3 minutes ago : AG

*** 2025-11-15  11:06:28 ***
FD : ==:==  <=> 4 minutes ago : AG

_*** 2025-11-15  11:07:17 ***_

*** 2025-11-15  11:10:23 ***
FD : ==:==  <=> 8 minutes ago : AG

_*** 2025-11-15  11:11:13 ***_

*** 2025-11-15  11:14:19 ***
FD : ==:==  <=> 11 minutes ago : AG

*** 2025-11-15  11:15:09 ***
FD : ==:==  <=> 12 minutes ago : AG

*** 2025-11-15  11:15:58 ***
FD : ==:==  <=> 13 minutes ago : AG

*** 2025-11-15  11:16:47 ***
FD : ==:==  <=> 14 minutes ago : AG

*** 2025-11-15  11:17:37 ***
FD : ==:==  <=> 15 minutes ago : AG

*** 2025-11-15  11:18:26 ***
FD : ==:==  <=> 16 minutes ago : AG

_*** 2025-11-15  11:19:16 ***_

*** 2025-11-15  11:22:22 ***
FD : ==:==  <=> 19 minutes ago : AG

*** 2025-11-15  11:23:12 ***
FD : ==:==  <=> 20 minutes ago : AG

*** 2025-11-15  11:24:02 ***
FD : ==:==  <=> 21 minutes ago : AG

*** 2025-11-15  11:24:51 ***
FD : ==:==  <=> 22 minutes ago : AG

*** 2025-11-15  11:25:41 ***
FD : ==:==  <=> 23 minutes ago : AG

*** 2025-11-15  11:26:30 ***
FD : ==:==  <=> 24 minutes ago : AG

_*** 2025-11-15  11:27:20 ***_

*** 2025-11-15  11:30:26 ***
FD : ==:==  <=> 28 minutes ago : AG

_*** 2025-11-15  11:31:15 ***_

*** 2025-11-15  11:34:22 ***
FD : ==:==  <=> 31 minutes ago : AG

*** 2025-11-15  11:35:11 ***
FD : ==:==  <=> 32 minutes ago : AG

*** 2025-11-15  11:36:01 ***
FD : ==:==  <=> 33 minutes ago : AG

*** 2025-11-15  11:36:50 ***
FD : ==:==  <=> 34 minutes ago : AG

*** 2025-11-15  11:37:39 ***
FD : ==:==  <=> 35 minutes ago : AG

*** 2025-11-15  11:38:29 ***
FD : ==:==  <=> 36 minutes ago : AG

_*** 2025-11-15  11:39:19 ***_

*** 2025-11-15  11:42:25 ***
FD : ==:==  <=> 40 minutes ago : AG

_*** 2025-11-15  11:43:14 ***_

*** 2025-11-15  11:46:20 ***
FD : ==:==  <=> 43 minutes ago : AG

*** 2025-11-15  11:47:10 ***
FD : ==:==  <=> 44 minutes ago : AG

*** 2025-11-15  11:47:59 ***
FD : ==:==  <=> 45 minutes ago : AG

*** 2025-11-15  11:48:49 ***
FD : ==:==  <=> 46 minutes ago : AG

*** 2025-11-15  11:49:38 ***
FD : ==:==  <=> 47 minutes ago : AG

*** 2025-11-15  11:50:28 ***
FD : ==:==  <=> 48 minutes ago : AG

_*** 2025-11-15  11:51:18 ***_

*** 2025-11-15  11:54:24 ***
FD : ==:==  <=> 52 minutes ago : AG

_*** 2025-11-15  11:55:13 ***_

*** 2025-11-15  11:58:19 ***
FD : ==:==  <=> 55 minutes ago : AG

*** 2025-11-15  11:59:09 ***
FD : ==:==  <=> 56 minutes ago : AG

*** 2025-11-15  11:59:58 ***
FD : ==:==  <=> 57 minutes ago : AG

*** 2025-11-15  12:00:48 ***
FD : ==:==  <=> 58 minutes ago : AG

*** 2025-11-15  12:01:37 ***
FD : ==:==  <=> 59 minutes ago : AG

*** 2025-11-15  12:02:27 ***
FD : ==:==  <=> 1 hour ago : AG

_*** 2025-11-15  12:03:16 ***_

_*** 2025-11-15  12:06:22 ***_

_*** 2025-11-15  12:09:28 ***_

_*** 2025-11-15  12:12:34 ***_

_*** 2025-11-15  12:15:40 ***_

_*** 2025-11-15  12:18:46 ***_

_*** 2025-11-15  12:21:52 ***_

_*** 2025-11-15  12:24:58 ***_

_*** 2025-11-15  12:28:04 ***_

_*** 2025-11-15  12:31:10 ***_

*** 2025-11-15  12:34:16 ***
FD : ==:==  <=> just now : AG

*** 2025-11-15  12:35:05 ***
FD : ==:==  <=> 1 minute ago : AG

*** 2025-11-15  12:35:55 ***
FD : ==:==  <=> 2 minutes ago : AG

_*** 2025-11-15  12:36:45 ***_

*** 2025-11-15  12:39:50 ***
FD : ==:==  <=> 6 minutes ago : AG

_*** 2025-11-15  12:40:40 ***_

*** 2025-11-15  12:43:46 ***
FD : ==:==  <=> 10 minutes ago : AG

_*** 2025-11-15  12:44:36 ***_

*** 2025-11-15  12:47:42 ***
FD : ==:==  <=> 13 minutes ago : AG

*** 2025-11-15  12:48:31 ***
FD : ==:==  <=> 14 minutes ago : AG

*** 2025-11-15  12:49:20 ***
FD : ==:==  <=> 15 minutes ago : AG

*** 2025-11-15  12:50:10 ***
FD : ==:==  <=> 16 minutes ago : AG

*** 2025-11-15  12:51:00 ***
FD : ==:==  <=> 17 minutes ago : AG

*** 2025-11-15  12:51:49 ***
FD : ==:==  <=> 18 minutes ago : AG

_*** 2025-11-15  12:52:39 ***_

*** 2025-11-15  12:55:45 ***
FD : ==:==  <=> 21 minutes ago : AG

*** 2025-11-15  12:56:34 ***
FD : ==:==  <=> 22 minutes ago : AG

*** 2025-11-15  12:57:24 ***
FD : ==:==  <=> 23 minutes ago : AG

*** 2025-11-15  12:58:14 ***
FD : ==:==  <=> 24 minutes ago : AG

*** 2025-11-15  12:59:04 ***
FD : ==:==  <=> 25 minutes ago : AG

*** 2025-11-15  12:59:53 ***
FD : ==:==  <=> 26 minutes ago : AG

_*** 2025-11-15  13:00:42 ***_

*** 2025-11-15  13:03:48 ***
FD : ==:==  <=> 30 minutes ago : AG

_*** 2025-11-15  13:04:38 ***_

*** 2025-11-15  13:07:43 ***
FD : ==:==  <=> 33 minutes ago : AG

*** 2025-11-15  13:08:33 ***
FD : ==:==  <=> 34 minutes ago : AG

*** 2025-11-15  13:09:22 ***
FD : ==:==  <=> 35 minutes ago : AG

*** 2025-11-15  13:10:12 ***
FD : ==:==  <=> 36 minutes ago : AG

*** 2025-11-15  13:11:01 ***
FD : ==:==  <=> 37 minutes ago : AG

*** 2025-11-15  13:11:51 ***
FD : ==:==  <=> 38 minutes ago : AG

_*** 2025-11-15  13:12:40 ***_

*** 2025-11-15  13:15:47 ***
FD : ==:==  <=> 42 minutes ago : AG

_*** 2025-11-15  13:16:36 ***_

*** 2025-11-15  13:19:42 ***
FD : ==:==  <=> 45 minutes ago : AG

*** 2025-11-15  13:20:31 ***
FD : ==:==  <=> 46 minutes ago : AG

*** 2025-11-15  13:21:21 ***
FD : ==:==  <=> 47 minutes ago : AG

*** 2025-11-15  13:22:10 ***
FD : ==:==  <=> 48 minutes ago : AG

*** 2025-11-15  13:23:00 ***
FD : ==:==  <=> 49 minutes ago : AG

*** 2025-11-15  13:23:49 ***
FD : ==:==  <=> 50 minutes ago : AG

*** 2025-11-15  13:24:39 ***
FD : online <=>  ==:== AG

*** 2025-11-15  13:25:28 ***
FD : ==:==  <=> 51 minutes ago : AG

*** 2025-11-15  13:26:19 ***
FD : ==:==  <=> 52 minutes ago : AG

*** 2025-11-15  13:27:09 ***
FD : just now <=> 53 minutes ago : AG

*** 2025-11-15  13:27:59 ***
FD : 1 minute ago <=> 54 minutes ago : AG

*** 2025-11-15  13:28:48 ***
FD : 2 minutes ago <=> 55 minutes ago : AG

*** 2025-11-15  13:29:38 ***
FD : 3 minutes ago <=>  ==:== AG

*** 2025-11-15  13:30:27 ***
FD : 4 minutes ago <=> 56 minutes ago : AG

*** 2025-11-15  13:31:18 ***
FD : ==:==  <=> 57 minutes ago : AG

*** 2025-11-15  13:32:07 ***
FD : 5 minutes ago <=> 58 minutes ago : AG

*** 2025-11-15  13:32:57 ***
FD : 6 minutes ago <=> 59 minutes ago : AG

*** 2025-11-15  13:33:46 ***
FD : 7 minutes ago <=> 1 hour ago : AG

*** 2025-11-15  13:34:36 ***
FD : 8 minutes ago <=>  ==:== AG

*** 2025-11-15  13:35:26 ***
FD : 9 minutes ago <=>  ==:== AG

_*** 2025-11-15  13:36:16 ***_

*** 2025-11-15  13:39:22 ***
FD : 12 minutes ago <=>  ==:== AG

*** 2025-11-15  13:40:12 ***
FD : 13 minutes ago <=>  ==:== AG

*** 2025-11-15  13:41:01 ***
FD : 14 minutes ago <=>  ==:== AG

*** 2025-11-15  13:41:51 ***
FD : 15 minutes ago <=>  ==:== AG

*** 2025-11-15  13:42:41 ***
FD : 16 minutes ago <=>  ==:== AG

*** 2025-11-15  13:43:31 ***
FD : 17 minutes ago <=>  ==:== AG

_*** 2025-11-15  13:44:20 ***_

*** 2025-11-15  13:47:27 ***
FD : 21 minutes ago <=>  ==:== AG

_*** 2025-11-15  13:48:16 ***_

*** 2025-11-15  13:51:23 ***
FD : 24 minutes ago <=>  ==:== AG

*** 2025-11-15  13:52:14 ***
FD : 25 minutes ago <=>  ==:== AG

*** 2025-11-15  13:53:03 ***
FD : 26 minutes ago <=>  ==:== AG

*** 2025-11-15  13:53:53 ***
FD : 27 minutes ago <=>  ==:== AG

*** 2025-11-15  13:54:43 ***
FD : 28 minutes ago <=>  ==:== AG

*** 2025-11-15  13:55:33 ***
FD : 29 minutes ago <=>  ==:== AG

_*** 2025-11-15  13:56:23 ***_

*** 2025-11-15  13:59:29 ***
FD : 33 minutes ago <=>  ==:== AG

_*** 2025-11-15  14:00:19 ***_

*** 2025-11-15  14:03:25 ***
FD : 36 minutes ago <=>  ==:== AG

*** 2025-11-15  14:04:14 ***
FD : 37 minutes ago <=>  ==:== AG

*** 2025-11-15  14:05:03 ***
FD : 38 minutes ago <=>  ==:== AG

*** 2025-11-15  14:05:54 ***
FD : 39 minutes ago <=>  ==:== AG

*** 2025-11-15  14:06:44 ***
FD : 40 minutes ago <=>  ==:== AG

*** 2025-11-15  14:07:33 ***
FD : 41 minutes ago <=>  ==:== AG

_*** 2025-11-15  14:08:23 ***_

*** 2025-11-15  14:11:29 ***
FD : 45 minutes ago <=>  ==:== AG

_*** 2025-11-15  14:12:18 ***_

*** 2025-11-15  14:15:24 ***
FD : 48 minutes ago <=>  ==:== AG

*** 2025-11-15  14:16:14 ***
FD : 49 minutes ago <=>  ==:== AG

*** 2025-11-15  14:17:03 ***
FD : 50 minutes ago <=>  ==:== AG

*** 2025-11-15  14:17:53 ***
FD : 51 minutes ago <=>  ==:== AG

*** 2025-11-15  14:18:43 ***
FD : 52 minutes ago <=>  ==:== AG

*** 2025-11-15  14:19:33 ***
FD : 53 minutes ago <=>  ==:== AG

_*** 2025-11-15  14:20:22 ***_

*** 2025-11-15  14:23:28 ***
FD : 57 minutes ago <=>  ==:== AG

_*** 2025-11-15  14:24:18 ***_

*** 2025-11-15  14:27:24 ***
FD : 1 hour ago <=>  ==:== AG

_*** 2025-11-15  14:28:14 ***_

_*** 2025-11-15  14:31:20 ***_

*** 2025-11-15  14:34:27 ***
FD : ==:==  <=> 2 hours ago : AG

_*** 2025-11-15  14:35:16 ***_

_*** 2025-11-15  14:38:22 ***_

_*** 2025-11-15  14:41:28 ***_

_*** 2025-11-15  14:44:34 ***_

_*** 2025-11-15  14:47:41 ***_

_*** 2025-11-15  14:50:47 ***_

_*** 2025-11-15  14:53:53 ***_

_*** 2025-11-15  14:56:59 ***_

_*** 2025-11-15  15:00:05 ***_

_*** 2025-11-15  15:03:11 ***_

_*** 2025-11-15  15:06:17 ***_

_*** 2025-11-15  15:09:23 ***_

_*** 2025-11-15  15:12:29 ***_

_*** 2025-11-15  15:15:35 ***_

_*** 2025-11-15  15:18:41 ***_

_*** 2025-11-15  15:21:47 ***_

_*** 2025-11-15  15:24:53 ***_

*** 2025-11-15  15:27:59 ***
FD : 2 hours ago <=>  ==:== AG

_*** 2025-11-15  15:28:49 ***_

_*** 2025-11-15  15:31:55 ***_

*** 2025-11-15  15:35:02 ***
FD : ==:==  <=> 3 hours ago : AG

_*** 2025-11-15  15:35:51 ***_

_*** 2025-11-15  15:38:57 ***_

_*** 2025-11-15  15:42:03 ***_

_*** 2025-11-15  15:45:09 ***_

_*** 2025-11-15  15:48:15 ***_

_*** 2025-11-15  15:51:21 ***_

_*** 2025-11-15  15:54:27 ***_

_*** 2025-11-15  15:57:33 ***_

_*** 2025-11-15  16:00:39 ***_

_*** 2025-11-15  16:03:45 ***_

_*** 2025-11-15  16:06:51 ***_

_*** 2025-11-15  16:09:57 ***_

_*** 2025-11-15  16:13:03 ***_

_*** 2025-11-15  16:16:09 ***_

_*** 2025-11-15  16:19:15 ***_

_*** 2025-11-15  16:22:21 ***_

_*** 2025-11-15  16:25:27 ***_

*** 2025-11-15  16:28:33 ***
FD : 3 hours ago <=>  ==:== AG

_*** 2025-11-15  16:29:23 ***_

_*** 2025-11-15  16:32:29 ***_

*** 2025-11-15  16:35:35 ***
FD : ==:==  <=> 4 hours ago : AG

_*** 2025-11-15  16:36:24 ***_

_*** 2025-11-15  16:39:30 ***_

_*** 2025-11-15  16:42:36 ***_

_*** 2025-11-15  16:45:42 ***_

_*** 2025-11-15  16:48:48 ***_

_*** 2025-11-15  16:51:54 ***_

_*** 2025-11-15  16:55:00 ***_

_*** 2025-11-15  16:58:06 ***_

_*** 2025-11-15  17:01:13 ***_

_*** 2025-11-15  17:04:19 ***_

_*** 2025-11-15  17:07:25 ***_

_*** 2025-11-15  17:10:31 ***_

_*** 2025-11-15  17:13:37 ***_

_*** 2025-11-15  17:16:43 ***_

_*** 2025-11-15  17:19:49 ***_

_*** 2025-11-15  17:22:55 ***_

_*** 2025-11-15  17:26:01 ***_

*** 2025-11-15  17:29:07 ***
FD : 4 hours ago <=>  ==:== AG

_*** 2025-11-15  17:29:57 ***_

_*** 2025-11-15  17:33:03 ***_

*** 2025-11-15  17:36:09 ***
FD : ==:==  <=> 5 hours ago : AG

_*** 2025-11-15  17:36:59 ***_

_*** 2025-11-15  17:40:05 ***_

_*** 2025-11-15  17:43:11 ***_

_*** 2025-11-15  17:46:17 ***_

_*** 2025-11-15  17:49:23 ***_

_*** 2025-11-15  17:52:30 ***_

_*** 2025-11-15  17:55:36 ***_

_*** 2025-11-15  17:58:42 ***_

_*** 2025-11-15  18:01:48 ***_

_*** 2025-11-15  18:04:54 ***_

_*** 2025-11-15  18:08:00 ***_

_*** 2025-11-15  18:11:06 ***_

_*** 2025-11-15  18:14:13 ***_

_*** 2025-11-15  18:17:18 ***_

_*** 2025-11-15  18:20:24 ***_

_*** 2025-11-15  18:23:30 ***_

*** 2025-11-15  18:26:36 ***
FD : 5 hours ago <=>  ==:== AG

_*** 2025-11-15  18:27:26 ***_

_*** 2025-11-15  18:30:32 ***_

_*** 2025-11-15  18:33:38 ***_

*** 2025-11-15  18:36:44 ***
FD : ==:==  <=> today at 12:33 : AG

_*** 2025-11-15  18:37:34 ***_

_*** 2025-11-15  18:40:40 ***_

_*** 2025-11-15  18:43:46 ***_

_*** 2025-11-15  18:46:52 ***_

_*** 2025-11-15  18:49:58 ***_

_*** 2025-11-15  18:53:04 ***_

_*** 2025-11-15  18:56:10 ***_

_*** 2025-11-15  18:59:16 ***_

_*** 2025-11-15  19:02:22 ***_

_*** 2025-11-15  19:05:28 ***_

_*** 2025-11-15  19:08:34 ***_

_*** 2025-11-15  19:11:40 ***_

_*** 2025-11-15  19:14:46 ***_

_*** 2025-11-15  19:17:52 ***_

_*** 2025-11-15  19:20:58 ***_

_*** 2025-11-15  19:24:04 ***_

*** 2025-11-15  19:27:10 ***
FD : today at 13:26 <=>  ==:== AG

_*** 2025-11-15  19:28:00 ***_

_*** 2025-11-15  19:31:06 ***_

_*** 2025-11-15  19:34:12 ***_

_*** 2025-11-15  19:37:18 ***_

_*** 2025-11-15  19:40:24 ***_

_*** 2025-11-15  19:43:30 ***_

_*** 2025-11-15  19:46:36 ***_

_*** 2025-11-15  19:49:42 ***_

_*** 2025-11-15  19:52:49 ***_

_*** 2025-11-15  19:55:54 ***_

_*** 2025-11-15  19:59:01 ***_

_*** 2025-11-15  20:02:07 ***_

_*** 2025-11-15  20:05:13 ***_

_*** 2025-11-15  20:08:19 ***_

_*** 2025-11-15  20:11:25 ***_

_*** 2025-11-15  20:14:31 ***_

_*** 2025-11-15  20:17:38 ***_

_*** 2025-11-15  20:20:44 ***_

_*** 2025-11-15  20:23:50 ***_

_*** 2025-11-15  20:26:56 ***_

_*** 2025-11-15  20:30:02 ***_

_*** 2025-11-15  20:33:08 ***_

_*** 2025-11-15  20:36:14 ***_

_*** 2025-11-15  20:39:20 ***_

_*** 2025-11-15  20:42:26 ***_

_*** 2025-11-15  20:45:32 ***_

_*** 2025-11-15  20:48:38 ***_

_*** 2025-11-15  20:51:45 ***_

_*** 2025-11-15  20:54:51 ***_

_*** 2025-11-15  20:57:57 ***_

_*** 2025-11-15  21:01:03 ***_

_*** 2025-11-15  21:04:09 ***_

_*** 2025-11-15  21:07:15 ***_

_*** 2025-11-15  21:10:21 ***_

_*** 2025-11-15  21:13:27 ***_

_*** 2025-11-15  21:16:33 ***_

_*** 2025-11-15  21:19:40 ***_

_*** 2025-11-15  21:22:46 ***_

_*** 2025-11-15  21:25:52 ***_

_*** 2025-11-15  21:28:58 ***_

_*** 2025-11-15  21:32:04 ***_

_*** 2025-11-15  21:35:10 ***_

_*** 2025-11-15  21:38:16 ***_

_*** 2025-11-15  21:41:22 ***_

_*** 2025-11-15  21:44:28 ***_

_*** 2025-11-15  21:47:34 ***_

_*** 2025-11-15  21:50:40 ***_

_*** 2025-11-15  21:53:46 ***_

_*** 2025-11-15  21:56:52 ***_

_*** 2025-11-15  21:59:58 ***_

_*** 2025-11-15  22:03:04 ***_

_*** 2025-11-15  22:06:10 ***_

_*** 2025-11-15  22:09:16 ***_

_*** 2025-11-15  22:12:22 ***_

_*** 2025-11-15  22:15:28 ***_

_*** 2025-11-15  22:18:35 ***_

_*** 2025-11-15  22:21:41 ***_

_*** 2025-11-15  22:24:47 ***_

_*** 2025-11-15  22:27:53 ***_

_*** 2025-11-15  22:30:59 ***_

_*** 2025-11-15  22:34:05 ***_

_*** 2025-11-15  22:37:11 ***_

_*** 2025-11-15  22:40:16 ***_

_*** 2025-11-15  22:43:22 ***_

_*** 2025-11-15  22:46:29 ***_

_*** 2025-11-15  22:49:35 ***_

_*** 2025-11-15  22:52:41 ***_

_*** 2025-11-15  22:55:47 ***_

_*** 2025-11-15  22:58:53 ***_

_*** 2025-11-15  23:01:59 ***_

_*** 2025-11-15  23:05:05 ***_

_*** 2025-11-15  23:08:11 ***_

_*** 2025-11-15  23:11:17 ***_

_*** 2025-11-15  23:14:24 ***_

_*** 2025-11-15  23:17:30 ***_

_*** 2025-11-15  23:20:36 ***_

_*** 2025-11-15  23:23:42 ***_

_*** 2025-11-15  23:26:48 ***_

_*** 2025-11-15  23:29:54 ***_

_*** 2025-11-15  23:33:00 ***_

_*** 2025-11-15  23:36:07 ***_

_*** 2025-11-15  23:39:13 ***_

_*** 2025-11-15  23:42:19 ***_

_*** 2025-11-15  23:45:25 ***_

_*** 2025-11-15  23:48:32 ***_

_*** 2025-11-15  23:51:38 ***_

_*** 2025-11-15  23:54:43 ***_

_*** 2025-11-15  23:57:49 ***_

*** 2025-11-16  00:00:55 ***
FD : yesterday at 13:26 <=> yesterday at 12:33 : AG

_*** 2025-11-16  00:01:46 ***_

_*** 2025-11-16  00:04:52 ***_

_*** 2025-11-16  00:07:58 ***_

_*** 2025-11-16  00:11:04 ***_

_*** 2025-11-16  00:14:10 ***_

_*** 2025-11-16  00:17:16 ***_

_*** 2025-11-16  00:20:22 ***_

_*** 2025-11-16  00:23:28 ***_

_*** 2025-11-16  00:26:34 ***_

_*** 2025-11-16  00:29:40 ***_

_*** 2025-11-16  00:32:46 ***_

_*** 2025-11-16  00:35:52 ***_

_*** 2025-11-16  00:38:58 ***_

_*** 2025-11-16  00:42:04 ***_

_*** 2025-11-16  00:45:10 ***_

_*** 2025-11-16  00:48:16 ***_

_*** 2025-11-16  00:51:22 ***_

_*** 2025-11-16  00:54:28 ***_

_*** 2025-11-16  00:57:34 ***_

_*** 2025-11-16  01:00:40 ***_

_*** 2025-11-16  01:03:46 ***_

_*** 2025-11-16  01:06:52 ***_

_*** 2025-11-16  01:09:58 ***_

_*** 2025-11-16  01:13:04 ***_

_*** 2025-11-16  01:16:10 ***_

_*** 2025-11-16  01:19:16 ***_

_*** 2025-11-16  01:22:22 ***_

_*** 2025-11-16  01:25:28 ***_

_*** 2025-11-16  01:28:34 ***_

_*** 2025-11-16  01:31:40 ***_

_*** 2025-11-16  01:37:46 ***_

_*** 2025-11-16  01:43:52 ***_

_*** 2025-11-16  01:49:58 ***_

_*** 2025-11-16  01:56:04 ***_

_*** 2025-11-16  02:02:10 ***_

_*** 2025-11-16  02:08:16 ***_

_*** 2025-11-16  02:14:22 ***_

_*** 2025-11-16  02:20:28 ***_

_*** 2025-11-16  02:26:34 ***_

_*** 2025-11-16  02:32:40 ***_

_*** 2025-11-16  02:38:46 ***_

_*** 2025-11-16  02:44:52 ***_

_*** 2025-11-16  02:50:58 ***_

_*** 2025-11-16  02:57:04 ***_

_*** 2025-11-16  03:03:10 ***_

_*** 2025-11-16  03:09:16 ***_

_*** 2025-11-16  03:15:22 ***_

_*** 2025-11-16  03:21:28 ***_

_*** 2025-11-16  03:27:34 ***_

_*** 2025-11-16  03:33:40 ***_

_*** 2025-11-16  03:39:46 ***_

_*** 2025-11-16  03:45:52 ***_

_*** 2025-11-16  03:51:58 ***_

_*** 2025-11-16  03:58:04 ***_

_*** 2025-11-16  04:04:10 ***_

_*** 2025-11-16  04:10:16 ***_

_*** 2025-11-16  04:16:22 ***_

_*** 2025-11-16  04:22:28 ***_

_*** 2025-11-16  04:28:34 ***_

_*** 2025-11-16  04:34:40 ***_

_*** 2025-11-16  04:40:46 ***_

_*** 2025-11-16  04:46:52 ***_

_*** 2025-11-16  04:52:57 ***_

_*** 2025-11-16  04:59:03 ***_

_*** 2025-11-16  05:05:09 ***_

_*** 2025-11-16  05:11:15 ***_

_*** 2025-11-16  05:17:21 ***_

_*** 2025-11-16  05:23:27 ***_

_*** 2025-11-16  05:29:34 ***_

_*** 2025-11-16  05:35:40 ***_

_*** 2025-11-16  05:38:46 ***_

_*** 2025-11-16  05:41:51 ***_

_*** 2025-11-16  05:44:57 ***_

