*** 2025-11-22  07:39:45 *** (restart)
FD : 11/19/2025 <=> 11/19/2025 : AG

_*** 2025-11-22  14:20:28 ***_

_*** 2025-11-22  14:23:34 ***_

_*** 2025-11-22  14:26:40 ***_

_*** 2025-11-22  14:29:46 ***_

_*** 2025-11-22  14:32:52 ***_

_*** 2025-11-22  14:35:58 ***_

_*** 2025-11-22  14:39:04 ***_

_*** 2025-11-22  14:42:10 ***_

_*** 2025-11-22  14:45:16 ***_

_*** 2025-11-22  14:48:21 ***_

_*** 2025-11-22  14:51:27 ***_

_*** 2025-11-22  14:54:33 ***_

_*** 2025-11-22  14:57:39 ***_

_*** 2025-11-22  15:00:45 ***_

_*** 2025-11-22  15:03:51 ***_

_*** 2025-11-22  15:06:57 ***_

_*** 2025-11-22  15:10:03 ***_

_*** 2025-11-22  15:13:09 ***_

_*** 2025-11-22  15:16:15 ***_

_*** 2025-11-22  15:19:21 ***_

_*** 2025-11-22  15:22:27 ***_

_*** 2025-11-22  15:25:33 ***_

_*** 2025-11-22  15:28:39 ***_

_*** 2025-11-22  15:31:45 ***_

_*** 2025-11-22  15:34:51 ***_

_*** 2025-11-22  15:37:57 ***_

_*** 2025-11-22  15:41:02 ***_

_*** 2025-11-22  15:44:08 ***_

_*** 2025-11-22  15:47:14 ***_

_*** 2025-11-22  15:50:21 ***_

_*** 2025-11-22  15:53:27 ***_

_*** 2025-11-22  15:56:32 ***_

_*** 2025-11-22  15:59:38 ***_

_*** 2025-11-22  16:02:44 ***_

_*** 2025-11-22  16:05:50 ***_

_*** 2025-11-22  16:08:56 ***_

_*** 2025-11-22  16:12:02 ***_

_*** 2025-11-22  16:15:08 ***_

_*** 2025-11-22  16:18:15 ***_

_*** 2025-11-22  16:21:21 ***_

_*** 2025-11-22  16:24:26 ***_

_*** 2025-11-22  16:27:33 ***_

_*** 2025-11-22  16:30:38 ***_

_*** 2025-11-22  16:33:44 ***_

_*** 2025-11-22  16:36:50 ***_

_*** 2025-11-22  16:39:56 ***_

_*** 2025-11-22  16:43:02 ***_

_*** 2025-11-22  16:46:08 ***_

_*** 2025-11-22  16:49:14 ***_

_*** 2025-11-22  16:52:20 ***_

_*** 2025-11-22  16:55:26 ***_

_*** 2025-11-22  16:58:32 ***_

_*** 2025-11-22  17:01:38 ***_

_*** 2025-11-22  17:04:44 ***_

_*** 2025-11-22  17:07:50 ***_

_*** 2025-11-22  17:10:56 ***_

_*** 2025-11-22  17:14:02 ***_

_*** 2025-11-22  17:17:08 ***_

_*** 2025-11-22  17:20:14 ***_

_*** 2025-11-22  17:23:20 ***_

_*** 2025-11-22  17:26:26 ***_

_*** 2025-11-22  17:29:32 ***_

_*** 2025-11-22  17:32:38 ***_

_*** 2025-11-22  17:35:44 ***_

_*** 2025-11-22  17:38:50 ***_

_*** 2025-11-22  17:41:56 ***_

_*** 2025-11-22  17:45:02 ***_

_*** 2025-11-22  17:48:08 ***_

_*** 2025-11-22  17:51:14 ***_

*** 2025-11-22  17:52:56 *** (restart)
FD : 11/19/2025 <=> 11/19/2025 : AG

_*** 2025-11-22  17:53:48 ***_

_*** 2025-11-22  17:56:55 ***_

_*** 2025-11-22  18:00:01 ***_

_*** 2025-11-22  18:03:07 ***_

_*** 2025-11-22  18:06:13 ***_

_*** 2025-11-22  18:09:19 ***_

_*** 2025-11-22  18:12:25 ***_

_*** 2025-11-22  18:15:31 ***_

_*** 2025-11-22  18:18:37 ***_

_*** 2025-11-22  18:21:43 ***_

_*** 2025-11-22  18:24:49 ***_

_*** 2025-11-22  18:27:55 ***_

_*** 2025-11-22  18:31:01 ***_

_*** 2025-11-22  18:34:07 ***_

_*** 2025-11-22  18:37:13 ***_

_*** 2025-11-22  18:40:19 ***_

_*** 2025-11-22  18:43:25 ***_

_*** 2025-11-22  18:46:31 ***_

_*** 2025-11-22  18:49:37 ***_

_*** 2025-11-22  18:52:43 ***_

_*** 2025-11-22  18:55:49 ***_

_*** 2025-11-22  18:58:55 ***_

_*** 2025-11-22  19:02:01 ***_

_*** 2025-11-22  19:05:07 ***_

_*** 2025-11-22  19:08:13 ***_

_*** 2025-11-22  19:11:19 ***_

_*** 2025-11-22  19:14:25 ***_

_*** 2025-11-22  19:17:32 ***_

_*** 2025-11-22  19:20:38 ***_

_*** 2025-11-22  19:23:44 ***_

_*** 2025-11-22  19:26:50 ***_

_*** 2025-11-22  19:29:56 ***_

_*** 2025-11-22  19:33:02 ***_

_*** 2025-11-22  19:36:08 ***_

_*** 2025-11-22  19:39:14 ***_

_*** 2025-11-22  19:42:20 ***_

_*** 2025-11-22  19:45:26 ***_

_*** 2025-11-22  19:48:32 ***_

_*** 2025-11-22  19:51:38 ***_

_*** 2025-11-22  19:54:43 ***_

_*** 2025-11-22  19:57:49 ***_

_*** 2025-11-22  20:00:55 ***_

_*** 2025-11-22  20:04:01 ***_

_*** 2025-11-22  20:07:07 ***_

_*** 2025-11-22  20:10:13 ***_

_*** 2025-11-22  20:13:19 ***_

_*** 2025-11-22  20:16:25 ***_

_*** 2025-11-22  20:19:31 ***_

_*** 2025-11-22  20:22:37 ***_

_*** 2025-11-22  20:25:43 ***_

_*** 2025-11-22  20:28:49 ***_

_*** 2025-11-22  20:31:55 ***_

_*** 2025-11-22  20:35:01 ***_

_*** 2025-11-22  20:38:07 ***_

_*** 2025-11-22  20:41:13 ***_

_*** 2025-11-22  20:44:19 ***_

_*** 2025-11-22  20:47:25 ***_

_*** 2025-11-22  20:50:31 ***_

_*** 2025-11-22  20:53:37 ***_

_*** 2025-11-22  20:56:43 ***_

_*** 2025-11-22  20:59:49 ***_

_*** 2025-11-22  21:02:55 ***_

_*** 2025-11-22  21:06:01 ***_

_*** 2025-11-22  21:09:07 ***_

_*** 2025-11-22  21:12:13 ***_

_*** 2025-11-22  21:15:19 ***_

_*** 2025-11-22  21:18:25 ***_

_*** 2025-11-22  21:21:31 ***_

_*** 2025-11-22  21:24:37 ***_

_*** 2025-11-22  21:27:43 ***_

_*** 2025-11-22  21:30:49 ***_

_*** 2025-11-22  21:33:55 ***_

_*** 2025-11-22  21:37:01 ***_

_*** 2025-11-22  21:40:07 ***_

_*** 2025-11-22  21:43:13 ***_

_*** 2025-11-22  21:46:19 ***_

_*** 2025-11-22  21:49:25 ***_

_*** 2025-11-22  21:52:31 ***_

_*** 2025-11-22  21:55:36 ***_

_*** 2025-11-22  21:58:42 ***_

_*** 2025-11-22  22:01:48 ***_

_*** 2025-11-22  22:04:54 ***_

_*** 2025-11-22  22:08:00 ***_

_*** 2025-11-22  22:11:06 ***_

_*** 2025-11-22  22:14:12 ***_

_*** 2025-11-22  22:17:18 ***_

_*** 2025-11-22  22:20:24 ***_

_*** 2025-11-22  22:23:30 ***_

_*** 2025-11-22  22:26:36 ***_

_*** 2025-11-22  22:29:42 ***_

_*** 2025-11-22  22:32:48 ***_

_*** 2025-11-22  22:35:54 ***_

_*** 2025-11-22  22:39:00 ***_

_*** 2025-11-22  22:42:06 ***_

_*** 2025-11-22  22:45:12 ***_

_*** 2025-11-22  22:48:18 ***_

_*** 2025-11-22  22:51:24 ***_

_*** 2025-11-22  22:54:30 ***_

_*** 2025-11-22  22:57:36 ***_

_*** 2025-11-22  23:00:42 ***_

_*** 2025-11-22  23:03:48 ***_

*** 2025-11-22  23:06:54 ***
FD : online <=>  ==:== AG

_*** 2025-11-22  23:07:44 ***_

_*** 2025-11-22  23:10:50 ***_

_*** 2025-11-22  23:13:56 ***_

*** 2025-11-22  23:17:02 ***
FD : just now <=>  ==:== AG

_*** 2025-11-22  23:17:52 ***_

*** 2025-11-22  23:20:58 ***
FD : 2 minutes ago <=>  ==:== AG

*** 2025-11-22  23:21:47 ***
FD : 3 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:22:37 ***_

*** 2025-11-22  23:25:43 ***
FD : 6 minutes ago <=>  ==:== AG

*** 2025-11-22  23:26:33 ***
FD : 7 minutes ago <=>  ==:== AG

*** 2025-11-22  23:27:22 ***
FD : 8 minutes ago <=>  ==:== AG

*** 2025-11-22  23:28:12 ***
FD : 9 minutes ago <=>  ==:== AG

*** 2025-11-22  23:29:01 ***
FD : 10 minutes ago <=>  ==:== AG

*** 2025-11-22  23:29:51 ***
FD : 11 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:30:40 ***_

*** 2025-11-22  23:33:46 ***
FD : 15 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:34:37 ***_

*** 2025-11-22  23:37:43 ***
FD : 18 minutes ago <=>  ==:== AG

*** 2025-11-22  23:38:33 ***
FD : 19 minutes ago <=>  ==:== AG

*** 2025-11-22  23:39:22 ***
FD : 20 minutes ago <=>  ==:== AG

*** 2025-11-22  23:40:12 ***
FD : 21 minutes ago <=>  ==:== AG

*** 2025-11-22  23:41:01 ***
FD : 22 minutes ago <=>  ==:== AG

*** 2025-11-22  23:41:51 ***
FD : 23 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:42:40 ***_

*** 2025-11-22  23:45:46 ***
FD : 27 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:46:36 ***_

*** 2025-11-22  23:49:42 ***
FD : 30 minutes ago <=>  ==:== AG

*** 2025-11-22  23:50:31 ***
FD : 31 minutes ago <=>  ==:== AG

*** 2025-11-22  23:51:21 ***
FD : 32 minutes ago <=>  ==:== AG

*** 2025-11-22  23:52:11 ***
FD : 33 minutes ago <=>  ==:== AG

*** 2025-11-22  23:53:00 ***
FD : 34 minutes ago <=>  ==:== AG

*** 2025-11-22  23:53:50 ***
FD : 35 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:54:39 ***_

*** 2025-11-22  23:57:45 ***
FD : 39 minutes ago <=>  ==:== AG

_*** 2025-11-22  23:58:35 ***_

*** 2025-11-23  00:01:41 ***
FD : 42 minutes ago <=>  ==:== AG

*** 2025-11-23  00:02:31 ***
FD : 43 minutes ago <=>  ==:== AG

*** 2025-11-23  00:03:20 ***
FD : 44 minutes ago <=>  ==:== AG

*** 2025-11-23  00:04:10 ***
FD : 45 minutes ago <=>  ==:== AG

*** 2025-11-23  00:04:59 ***
FD : 46 minutes ago <=>  ==:== AG

*** 2025-11-23  00:05:49 ***
FD : 47 minutes ago <=>  ==:== AG

_*** 2025-11-23  00:06:39 ***_

*** 2025-11-23  00:09:45 ***
FD : 51 minutes ago <=>  ==:== AG

_*** 2025-11-23  00:10:34 ***_

*** 2025-11-23  00:13:41 ***
FD : 54 minutes ago <=>  ==:== AG

*** 2025-11-23  00:14:30 ***
FD : 55 minutes ago <=>  ==:== AG

*** 2025-11-23  00:15:20 ***
FD : 56 minutes ago <=>  ==:== AG

*** 2025-11-23  00:16:09 ***
FD : 57 minutes ago <=>  ==:== AG

*** 2025-11-23  00:16:59 ***
FD : 58 minutes ago <=>  ==:== AG

*** 2025-11-23  00:17:48 ***
FD : 59 minutes ago <=>  ==:== AG

_*** 2025-11-23  00:18:38 ***_

*** 2025-11-23  00:21:44 ***
FD : yesterday at 23:18 <=>  ==:== AG

_*** 2025-11-23  00:22:34 ***_

_*** 2025-11-23  00:25:40 ***_

_*** 2025-11-23  00:28:46 ***_

_*** 2025-11-23  00:31:52 ***_

_*** 2025-11-23  00:34:58 ***_

_*** 2025-11-23  00:38:04 ***_

_*** 2025-11-23  00:41:10 ***_

_*** 2025-11-23  00:44:16 ***_

_*** 2025-11-23  00:47:22 ***_

_*** 2025-11-23  00:50:28 ***_

_*** 2025-11-23  00:53:34 ***_

_*** 2025-11-23  00:56:40 ***_

_*** 2025-11-23  00:59:46 ***_

_*** 2025-11-23  01:02:52 ***_

_*** 2025-11-23  01:05:58 ***_

_*** 2025-11-23  01:09:04 ***_

_*** 2025-11-23  01:12:10 ***_

_*** 2025-11-23  01:15:16 ***_

_*** 2025-11-23  01:18:22 ***_

_*** 2025-11-23  01:21:28 ***_

_*** 2025-11-23  01:24:34 ***_

_*** 2025-11-23  01:27:40 ***_

_*** 2025-11-23  01:30:46 ***_

_*** 2025-11-23  01:36:52 ***_

_*** 2025-11-23  01:42:58 ***_

_*** 2025-11-23  01:49:04 ***_

_*** 2025-11-23  01:55:10 ***_

_*** 2025-11-23  02:01:16 ***_

_*** 2025-11-23  02:07:22 ***_

_*** 2025-11-23  02:13:28 ***_

_*** 2025-11-23  02:19:34 ***_

_*** 2025-11-23  02:25:40 ***_

_*** 2025-11-23  02:31:46 ***_

_*** 2025-11-23  02:37:52 ***_

_*** 2025-11-23  02:43:58 ***_

_*** 2025-11-23  02:50:04 ***_

_*** 2025-11-23  02:56:10 ***_

_*** 2025-11-23  03:02:16 ***_

_*** 2025-11-23  03:08:22 ***_

_*** 2025-11-23  03:14:28 ***_

_*** 2025-11-23  03:20:34 ***_

_*** 2025-11-23  03:26:40 ***_

_*** 2025-11-23  03:32:46 ***_

_*** 2025-11-23  03:38:52 ***_

_*** 2025-11-23  03:44:58 ***_

_*** 2025-11-23  03:51:04 ***_

_*** 2025-11-23  03:57:10 ***_

_*** 2025-11-23  04:03:16 ***_

_*** 2025-11-23  04:09:22 ***_

_*** 2025-11-23  04:15:28 ***_

_*** 2025-11-23  04:21:34 ***_

_*** 2025-11-23  04:27:40 ***_

_*** 2025-11-23  04:33:46 ***_

_*** 2025-11-23  04:39:52 ***_

_*** 2025-11-23  04:45:58 ***_

_*** 2025-11-23  04:52:04 ***_

_*** 2025-11-23  04:58:10 ***_

_*** 2025-11-23  05:04:15 ***_

_*** 2025-11-23  05:10:21 ***_

_*** 2025-11-23  05:16:27 ***_

_*** 2025-11-23  05:22:33 ***_

_*** 2025-11-23  05:28:39 ***_

_*** 2025-11-23  05:34:46 ***_

_*** 2025-11-23  05:37:52 ***_

_*** 2025-11-23  05:40:58 ***_

_*** 2025-11-23  05:44:04 ***_

_*** 2025-11-23  05:47:10 ***_

_*** 2025-11-23  05:50:16 ***_

_*** 2025-11-23  05:53:22 ***_

_*** 2025-11-23  05:56:28 ***_

_*** 2025-11-23  05:59:34 ***_

_*** 2025-11-23  06:02:40 ***_

_*** 2025-11-23  06:05:46 ***_

_*** 2025-11-23  06:08:52 ***_

_*** 2025-11-23  06:11:57 ***_

_*** 2025-11-23  06:15:03 ***_

_*** 2025-11-23  06:18:10 ***_

_*** 2025-11-23  06:21:15 ***_

_*** 2025-11-23  06:24:21 ***_

_*** 2025-11-23  06:27:27 ***_

_*** 2025-11-23  06:30:33 ***_

_*** 2025-11-23  06:33:39 ***_

_*** 2025-11-23  06:36:45 ***_

_*** 2025-11-23  06:39:51 ***_

_*** 2025-11-23  06:42:58 ***_

_*** 2025-11-23  06:46:04 ***_

_*** 2025-11-23  06:49:10 ***_

_*** 2025-11-23  06:52:16 ***_

_*** 2025-11-23  06:55:22 ***_

_*** 2025-11-23  06:58:28 ***_

_*** 2025-11-23  07:01:34 ***_

_*** 2025-11-23  07:04:40 ***_

_*** 2025-11-23  07:07:46 ***_

_*** 2025-11-23  07:10:52 ***_

_*** 2025-11-23  07:13:58 ***_

_*** 2025-11-23  07:17:04 ***_

_*** 2025-11-23  07:20:10 ***_

_*** 2025-11-23  07:23:16 ***_

_*** 2025-11-23  07:26:22 ***_

_*** 2025-11-23  07:29:28 ***_

_*** 2025-11-23  07:32:34 ***_

_*** 2025-11-23  07:35:40 ***_

_*** 2025-11-23  07:38:46 ***_

_*** 2025-11-23  07:41:52 ***_

_*** 2025-11-23  07:44:58 ***_

_*** 2025-11-23  07:48:04 ***_

_*** 2025-11-23  07:51:10 ***_

_*** 2025-11-23  07:54:16 ***_

_*** 2025-11-23  07:57:22 ***_

_*** 2025-11-23  08:00:28 ***_

_*** 2025-11-23  08:03:34 ***_

_*** 2025-11-23  08:06:40 ***_

_*** 2025-11-23  08:09:46 ***_

_*** 2025-11-23  08:12:52 ***_

_*** 2025-11-23  08:15:58 ***_

_*** 2025-11-23  08:19:04 ***_

_*** 2025-11-23  08:22:10 ***_

_*** 2025-11-23  08:25:16 ***_

_*** 2025-11-23  08:28:22 ***_

_*** 2025-11-23  08:31:29 ***_

_*** 2025-11-23  08:34:34 ***_

_*** 2025-11-23  08:37:41 ***_

_*** 2025-11-23  08:40:47 ***_

_*** 2025-11-23  08:43:53 ***_

_*** 2025-11-23  08:46:59 ***_

_*** 2025-11-23  08:50:05 ***_

_*** 2025-11-23  08:53:11 ***_

_*** 2025-11-23  08:56:17 ***_

_*** 2025-11-23  08:59:23 ***_

_*** 2025-11-23  09:02:29 ***_

_*** 2025-11-23  09:05:35 ***_

_*** 2025-11-23  09:08:41 ***_

_*** 2025-11-23  09:11:47 ***_

_*** 2025-11-23  09:14:53 ***_

_*** 2025-11-23  09:17:59 ***_

_*** 2025-11-23  09:21:05 ***_

_*** 2025-11-23  09:24:11 ***_

_*** 2025-11-23  09:27:17 ***_

_*** 2025-11-23  09:30:23 ***_

_*** 2025-11-23  09:33:29 ***_

_*** 2025-11-23  09:36:34 ***_

_*** 2025-11-23  09:39:40 ***_

_*** 2025-11-23  09:42:46 ***_

_*** 2025-11-23  09:45:52 ***_

_*** 2025-11-23  09:48:58 ***_

_*** 2025-11-23  09:52:04 ***_

_*** 2025-11-23  09:55:10 ***_

_*** 2025-11-23  09:58:16 ***_

_*** 2025-11-23  10:01:22 ***_

_*** 2025-11-23  10:04:28 ***_

_*** 2025-11-23  10:07:34 ***_

_*** 2025-11-23  10:10:40 ***_

_*** 2025-11-23  10:13:46 ***_

_*** 2025-11-23  10:16:52 ***_

_*** 2025-11-23  10:19:58 ***_

_*** 2025-11-23  10:23:04 ***_

_*** 2025-11-23  10:26:10 ***_

_*** 2025-11-23  10:29:16 ***_

