*** 2025-11-01  05:47:17 *** (restart)
FD : yesterday at 22:15 <=> 10/30/2025 : AG

*** 2025-11-01  05:48:09 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-01  09:01:09 ***_

_*** 2025-11-01  09:04:15 ***_

_*** 2025-11-01  09:07:21 ***_

_*** 2025-11-01  09:10:26 ***_

_*** 2025-11-01  09:13:32 ***_

_*** 2025-11-01  09:16:38 ***_

_*** 2025-11-01  09:19:44 ***_

_*** 2025-11-01  09:22:50 ***_

_*** 2025-11-01  09:25:56 ***_

_*** 2025-11-01  09:29:02 ***_

_*** 2025-11-01  09:32:08 ***_

_*** 2025-11-01  09:35:14 ***_

_*** 2025-11-01  09:38:20 ***_

_*** 2025-11-01  09:41:26 ***_

_*** 2025-11-01  09:44:32 ***_

_*** 2025-11-01  09:47:38 ***_

_*** 2025-11-01  09:50:44 ***_

_*** 2025-11-01  09:53:50 ***_

_*** 2025-11-01  09:56:56 ***_

_*** 2025-11-01  10:00:02 ***_

_*** 2025-11-01  10:03:08 ***_

_*** 2025-11-01  10:06:13 ***_

_*** 2025-11-01  10:09:19 ***_

_*** 2025-11-01  10:12:25 ***_

_*** 2025-11-01  10:15:31 ***_

_*** 2025-11-01  10:18:37 ***_

_*** 2025-11-01  10:21:43 ***_

_*** 2025-11-01  10:24:49 ***_

_*** 2025-11-01  10:27:55 ***_

_*** 2025-11-01  10:31:01 ***_

_*** 2025-11-01  10:34:07 ***_

_*** 2025-11-01  10:37:12 ***_

_*** 2025-11-01  10:40:19 ***_

_*** 2025-11-01  10:43:24 ***_

_*** 2025-11-01  10:46:30 ***_

_*** 2025-11-01  10:49:36 ***_

_*** 2025-11-01  10:52:43 ***_

_*** 2025-11-01  10:55:49 ***_

_*** 2025-11-01  10:58:55 ***_

_*** 2025-11-01  11:02:00 ***_

_*** 2025-11-01  11:05:06 ***_

_*** 2025-11-01  11:08:12 ***_

_*** 2025-11-01  11:11:18 ***_

_*** 2025-11-01  11:14:24 ***_

_*** 2025-11-01  11:17:30 ***_

_*** 2025-11-01  11:20:36 ***_

_*** 2025-11-01  11:23:42 ***_

_*** 2025-11-01  11:26:48 ***_

_*** 2025-11-01  11:29:54 ***_

_*** 2025-11-01  11:33:00 ***_

_*** 2025-11-01  11:36:06 ***_

_*** 2025-11-01  11:39:12 ***_

_*** 2025-11-01  11:42:18 ***_

_*** 2025-11-01  11:45:24 ***_

_*** 2025-11-01  11:48:30 ***_

_*** 2025-11-01  11:51:36 ***_

_*** 2025-11-01  11:54:41 ***_

_*** 2025-11-01  11:57:48 ***_

_*** 2025-11-01  12:00:53 ***_

_*** 2025-11-01  12:04:00 ***_

_*** 2025-11-01  12:07:06 ***_

_*** 2025-11-01  12:10:11 ***_

_*** 2025-11-01  12:13:17 ***_

_*** 2025-11-01  12:16:23 ***_

_*** 2025-11-01  12:19:29 ***_

_*** 2025-11-01  12:22:35 ***_

_*** 2025-11-01  12:25:41 ***_

_*** 2025-11-01  12:28:47 ***_

_*** 2025-11-01  12:31:53 ***_

_*** 2025-11-01  12:34:59 ***_

_*** 2025-11-01  12:38:05 ***_

_*** 2025-11-01  12:41:11 ***_

_*** 2025-11-01  12:44:17 ***_

_*** 2025-11-01  12:47:23 ***_

_*** 2025-11-01  12:50:29 ***_

_*** 2025-11-01  12:53:35 ***_

_*** 2025-11-01  12:56:41 ***_

_*** 2025-11-01  12:59:47 ***_

_*** 2025-11-01  13:02:53 ***_

_*** 2025-11-01  13:05:58 ***_

_*** 2025-11-01  13:09:04 ***_

_*** 2025-11-01  13:12:10 ***_

_*** 2025-11-01  13:15:16 ***_

_*** 2025-11-01  13:18:22 ***_

_*** 2025-11-01  13:21:28 ***_

_*** 2025-11-01  13:24:34 ***_

_*** 2025-11-01  13:27:40 ***_

_*** 2025-11-01  13:30:46 ***_

_*** 2025-11-01  13:33:52 ***_

_*** 2025-11-01  13:36:57 ***_

_*** 2025-11-01  13:40:03 ***_

_*** 2025-11-01  13:43:09 ***_

_*** 2025-11-01  13:46:15 ***_

_*** 2025-11-01  13:49:21 ***_

_*** 2025-11-01  13:52:27 ***_

_*** 2025-11-01  13:55:33 ***_

_*** 2025-11-01  13:58:39 ***_

_*** 2025-11-01  14:01:45 ***_

_*** 2025-11-01  14:04:51 ***_

_*** 2025-11-01  14:07:57 ***_

_*** 2025-11-01  14:11:03 ***_

_*** 2025-11-01  14:14:08 ***_

_*** 2025-11-01  14:17:14 ***_

_*** 2025-11-01  14:20:20 ***_

_*** 2025-11-01  14:23:26 ***_

_*** 2025-11-01  14:26:32 ***_

_*** 2025-11-01  14:29:38 ***_

_*** 2025-11-01  14:32:44 ***_

_*** 2025-11-01  14:35:50 ***_

_*** 2025-11-01  14:38:56 ***_

_*** 2025-11-01  14:42:02 ***_

_*** 2025-11-01  14:45:07 ***_

_*** 2025-11-01  14:48:13 ***_

_*** 2025-11-01  14:51:19 ***_

_*** 2025-11-01  14:54:25 ***_

_*** 2025-11-01  14:57:31 ***_

_*** 2025-11-01  15:00:37 ***_

_*** 2025-11-01  15:03:43 ***_

_*** 2025-11-01  15:06:49 ***_

_*** 2025-11-01  15:09:55 ***_

_*** 2025-11-01  15:13:01 ***_

_*** 2025-11-01  15:16:07 ***_

_*** 2025-11-01  15:19:13 ***_

_*** 2025-11-01  15:22:18 ***_

_*** 2025-11-01  15:25:24 ***_

_*** 2025-11-01  15:28:30 ***_

_*** 2025-11-01  15:31:36 ***_

_*** 2025-11-01  15:34:42 ***_

_*** 2025-11-01  15:37:48 ***_

_*** 2025-11-01  15:40:54 ***_

_*** 2025-11-01  15:44:00 ***_

_*** 2025-11-01  15:47:06 ***_

_*** 2025-11-01  15:50:12 ***_

_*** 2025-11-01  15:53:18 ***_

_*** 2025-11-01  15:56:24 ***_

_*** 2025-11-01  15:59:30 ***_

_*** 2025-11-01  16:02:35 ***_

_*** 2025-11-01  16:05:41 ***_

_*** 2025-11-01  16:08:47 ***_

_*** 2025-11-01  16:11:53 ***_

_*** 2025-11-01  16:14:59 ***_

_*** 2025-11-01  16:18:05 ***_

_*** 2025-11-01  16:21:11 ***_

_*** 2025-11-01  16:24:17 ***_

_*** 2025-11-01  16:27:23 ***_

_*** 2025-11-01  16:30:29 ***_

_*** 2025-11-01  16:33:35 ***_

_*** 2025-11-01  16:36:40 ***_

_*** 2025-11-01  16:39:46 ***_

_*** 2025-11-01  16:42:53 ***_

_*** 2025-11-01  16:45:59 ***_

_*** 2025-11-01  16:49:04 ***_

_*** 2025-11-01  16:52:10 ***_

_*** 2025-11-01  16:55:16 ***_

_*** 2025-11-01  16:58:22 ***_

_*** 2025-11-01  17:01:28 ***_

_*** 2025-11-01  17:04:34 ***_

_*** 2025-11-01  17:07:40 ***_

_*** 2025-11-01  17:10:46 ***_

_*** 2025-11-01  17:13:52 ***_

_*** 2025-11-01  17:16:59 ***_

_*** 2025-11-01  17:20:04 ***_

_*** 2025-11-01  17:23:10 ***_

_*** 2025-11-01  17:26:16 ***_

_*** 2025-11-01  17:29:22 ***_

_*** 2025-11-01  17:32:28 ***_

_*** 2025-11-01  17:35:34 ***_

_*** 2025-11-01  17:38:40 ***_

_*** 2025-11-01  17:41:46 ***_

_*** 2025-11-01  17:44:52 ***_

_*** 2025-11-01  17:47:57 ***_

_*** 2025-11-01  17:51:03 ***_

_*** 2025-11-01  17:54:09 ***_

_*** 2025-11-01  17:57:15 ***_

_*** 2025-11-01  18:00:21 ***_

_*** 2025-11-01  18:03:27 ***_

_*** 2025-11-01  18:06:33 ***_

_*** 2025-11-01  18:09:39 ***_

_*** 2025-11-01  18:12:45 ***_

_*** 2025-11-01  18:15:51 ***_

_*** 2025-11-01  18:18:57 ***_

_*** 2025-11-01  18:22:03 ***_

_*** 2025-11-01  18:25:08 ***_

_*** 2025-11-01  18:28:14 ***_

_*** 2025-11-01  18:31:20 ***_

_*** 2025-11-01  18:34:26 ***_

_*** 2025-11-01  18:37:32 ***_

_*** 2025-11-01  18:40:38 ***_

_*** 2025-11-01  18:43:44 ***_

_*** 2025-11-01  18:46:50 ***_

_*** 2025-11-01  18:49:56 ***_

_*** 2025-11-01  18:53:02 ***_

_*** 2025-11-01  18:56:08 ***_

_*** 2025-11-01  18:59:14 ***_

_*** 2025-11-01  19:02:20 ***_

_*** 2025-11-01  19:05:26 ***_

_*** 2025-11-01  19:08:32 ***_

_*** 2025-11-01  19:11:37 ***_

_*** 2025-11-01  19:14:43 ***_

_*** 2025-11-01  19:17:49 ***_

_*** 2025-11-01  19:20:55 ***_

_*** 2025-11-01  19:24:01 ***_

_*** 2025-11-01  19:27:07 ***_

_*** 2025-11-01  19:30:13 ***_

_*** 2025-11-01  19:33:19 ***_

_*** 2025-11-01  19:36:25 ***_

_*** 2025-11-01  19:39:30 ***_

_*** 2025-11-01  19:42:36 ***_

_*** 2025-11-01  19:45:42 ***_

_*** 2025-11-01  19:48:48 ***_

_*** 2025-11-01  19:51:54 ***_

_*** 2025-11-01  19:55:00 ***_

_*** 2025-11-01  19:58:06 ***_

_*** 2025-11-01  20:01:12 ***_

_*** 2025-11-01  20:04:17 ***_

_*** 2025-11-01  20:07:23 ***_

_*** 2025-11-01  20:10:29 ***_

_*** 2025-11-01  20:13:35 ***_

_*** 2025-11-01  20:16:41 ***_

_*** 2025-11-01  20:19:47 ***_

_*** 2025-11-01  20:22:53 ***_

_*** 2025-11-01  20:25:59 ***_

_*** 2025-11-01  20:29:05 ***_

_*** 2025-11-01  20:32:11 ***_

_*** 2025-11-01  20:35:17 ***_

_*** 2025-11-01  20:38:23 ***_

_*** 2025-11-01  20:41:29 ***_

_*** 2025-11-01  20:44:35 ***_

_*** 2025-11-01  20:47:41 ***_

_*** 2025-11-01  20:50:47 ***_

_*** 2025-11-01  20:53:53 ***_

_*** 2025-11-01  20:56:59 ***_

_*** 2025-11-01  21:00:05 ***_

*** 2025-11-01  21:03:07 *** (restart)
FD : yesterday at 22:15 <=> 10/30/2025 : AG

*** 2025-11-01  21:03:59 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-01  21:04:51 ***_

_*** 2025-11-01  21:07:57 ***_

_*** 2025-11-01  21:11:03 ***_

_*** 2025-11-01  21:14:09 ***_

_*** 2025-11-01  21:17:15 ***_

_*** 2025-11-01  21:20:21 ***_

_*** 2025-11-01  21:23:27 ***_

_*** 2025-11-01  21:26:33 ***_

_*** 2025-11-01  21:29:39 ***_

_*** 2025-11-01  21:32:45 ***_

_*** 2025-11-01  21:35:51 ***_

_*** 2025-11-01  21:38:57 ***_

_*** 2025-11-01  21:42:03 ***_

_*** 2025-11-01  21:45:09 ***_

_*** 2025-11-01  21:48:15 ***_

_*** 2025-11-01  21:51:21 ***_

_*** 2025-11-01  21:54:27 ***_

_*** 2025-11-01  21:57:33 ***_

_*** 2025-11-01  22:00:39 ***_

_*** 2025-11-01  22:03:45 ***_

_*** 2025-11-01  22:06:51 ***_

_*** 2025-11-01  22:09:57 ***_

_*** 2025-11-01  22:13:03 ***_

_*** 2025-11-01  22:16:09 ***_

_*** 2025-11-01  22:19:15 ***_

_*** 2025-11-01  22:22:21 ***_

_*** 2025-11-01  22:25:26 ***_

_*** 2025-11-01  22:28:33 ***_

_*** 2025-11-01  22:31:38 ***_

_*** 2025-11-01  22:34:44 ***_

_*** 2025-11-01  22:37:50 ***_

_*** 2025-11-01  22:40:56 ***_

_*** 2025-11-01  22:44:02 ***_

_*** 2025-11-01  22:47:08 ***_

_*** 2025-11-01  22:50:14 ***_

_*** 2025-11-01  22:53:20 ***_

_*** 2025-11-01  22:56:26 ***_

_*** 2025-11-01  22:59:32 ***_

_*** 2025-11-01  23:02:38 ***_

_*** 2025-11-01  23:05:44 ***_

_*** 2025-11-01  23:08:50 ***_

_*** 2025-11-01  23:11:55 ***_

_*** 2025-11-01  23:15:01 ***_

_*** 2025-11-01  23:18:07 ***_

_*** 2025-11-01  23:21:13 ***_

_*** 2025-11-01  23:24:19 ***_

_*** 2025-11-01  23:27:25 ***_

_*** 2025-11-01  23:30:31 ***_

_*** 2025-11-01  23:33:37 ***_

_*** 2025-11-01  23:36:43 ***_

_*** 2025-11-01  23:39:49 ***_

_*** 2025-11-01  23:42:55 ***_

_*** 2025-11-01  23:46:00 ***_

_*** 2025-11-01  23:49:06 ***_

_*** 2025-11-01  23:52:12 ***_

_*** 2025-11-01  23:55:18 ***_

_*** 2025-11-01  23:58:24 ***_

*** 2025-11-02  00:01:30 ***
FD : 10/31/2025 <=>  ==:== AG

*** 2025-11-02  00:02:19 ***
FD : ==:==  <=>  ==:== AG

_*** 2025-11-02  00:03:09 ***_

_*** 2025-11-02  00:06:15 ***_

_*** 2025-11-02  00:09:21 ***_

_*** 2025-11-02  00:12:27 ***_

_*** 2025-11-02  00:15:33 ***_

_*** 2025-11-02  00:18:39 ***_

_*** 2025-11-02  00:21:45 ***_

_*** 2025-11-02  00:24:51 ***_

_*** 2025-11-02  00:27:57 ***_

_*** 2025-11-02  00:31:03 ***_

_*** 2025-11-02  00:34:09 ***_

_*** 2025-11-02  00:37:15 ***_

_*** 2025-11-02  00:40:21 ***_

_*** 2025-11-02  00:43:27 ***_

_*** 2025-11-02  00:46:33 ***_

_*** 2025-11-02  00:49:39 ***_

_*** 2025-11-02  00:52:45 ***_

_*** 2025-11-02  00:55:51 ***_

_*** 2025-11-02  00:58:57 ***_

_*** 2025-11-02  01:02:03 ***_

_*** 2025-11-02  01:05:09 ***_

_*** 2025-11-02  01:08:15 ***_

_*** 2025-11-02  01:11:20 ***_

_*** 2025-11-02  01:14:26 ***_

_*** 2025-11-02  01:17:32 ***_

_*** 2025-11-02  01:20:38 ***_

_*** 2025-11-02  01:23:44 ***_

_*** 2025-11-02  01:26:50 ***_

_*** 2025-11-02  01:29:56 ***_

_*** 2025-11-02  01:33:02 ***_

_*** 2025-11-02  01:39:08 ***_

_*** 2025-11-02  01:45:14 ***_

_*** 2025-11-02  01:51:20 ***_

_*** 2025-11-02  01:57:26 ***_

_*** 2025-11-02  02:03:32 ***_

_*** 2025-11-02  02:09:38 ***_

_*** 2025-11-02  02:15:44 ***_

_*** 2025-11-02  02:21:49 ***_

_*** 2025-11-02  02:27:56 ***_

_*** 2025-11-02  02:34:02 ***_

_*** 2025-11-02  02:40:08 ***_

_*** 2025-11-02  02:46:14 ***_

_*** 2025-11-02  02:52:20 ***_

_*** 2025-11-02  02:58:26 ***_

_*** 2025-11-02  03:04:31 ***_

_*** 2025-11-02  03:10:37 ***_

_*** 2025-11-02  03:16:43 ***_

_*** 2025-11-02  03:22:49 ***_

_*** 2025-11-02  03:28:55 ***_

_*** 2025-11-02  03:35:01 ***_

_*** 2025-11-02  03:41:07 ***_

_*** 2025-11-02  03:47:13 ***_

_*** 2025-11-02  03:53:19 ***_

_*** 2025-11-02  03:59:24 ***_

_*** 2025-11-02  04:05:30 ***_

_*** 2025-11-02  04:11:36 ***_

_*** 2025-11-02  04:17:42 ***_

_*** 2025-11-02  04:23:48 ***_

_*** 2025-11-02  04:29:54 ***_

_*** 2025-11-02  04:36:00 ***_

_*** 2025-11-02  04:42:05 ***_

_*** 2025-11-02  04:48:11 ***_

_*** 2025-11-02  04:54:17 ***_

_*** 2025-11-02  05:00:23 ***_

_*** 2025-11-02  05:06:29 ***_

_*** 2025-11-02  05:12:35 ***_

_*** 2025-11-02  05:18:41 ***_

_*** 2025-11-02  05:24:47 ***_

_*** 2025-11-02  05:30:52 ***_

_*** 2025-11-02  05:33:58 ***_

_*** 2025-11-02  05:37:04 ***_

_*** 2025-11-02  05:40:10 ***_

_*** 2025-11-02  05:43:16 ***_

_*** 2025-11-02  05:46:22 ***_

_*** 2025-11-02  05:49:28 ***_

_*** 2025-11-02  05:52:33 ***_

_*** 2025-11-02  05:55:39 ***_

_*** 2025-11-02  05:58:45 ***_

_*** 2025-11-02  06:01:51 ***_

_*** 2025-11-02  06:04:57 ***_

_*** 2025-11-02  06:08:03 ***_

_*** 2025-11-02  06:11:08 ***_

_*** 2025-11-02  06:14:14 ***_

_*** 2025-11-02  06:17:20 ***_

_*** 2025-11-02  06:20:26 ***_

_*** 2025-11-02  06:23:32 ***_

_*** 2025-11-02  06:26:38 ***_

_*** 2025-11-02  06:29:44 ***_

_*** 2025-11-02  06:32:50 ***_

_*** 2025-11-02  06:35:56 ***_

_*** 2025-11-02  06:39:01 ***_

_*** 2025-11-02  06:42:07 ***_

_*** 2025-11-02  06:45:13 ***_

_*** 2025-11-02  06:48:19 ***_

_*** 2025-11-02  06:51:25 ***_

_*** 2025-11-02  06:54:31 ***_

_*** 2025-11-02  06:57:37 ***_

_*** 2025-11-02  07:00:43 ***_

_*** 2025-11-02  07:03:48 ***_

_*** 2025-11-02  07:06:54 ***_

_*** 2025-11-02  07:10:00 ***_

_*** 2025-11-02  07:13:06 ***_

*** 2025-11-02  07:14:44 *** (restart)
FD : 10/31/2025 <=> 10/30/2025 : AG

*** 2025-11-02  07:15:36 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-02  07:16:27 ***_

_*** 2025-11-02  07:19:34 ***_

_*** 2025-11-02  07:22:40 ***_

_*** 2025-11-02  07:25:46 ***_

_*** 2025-11-02  07:28:52 ***_

_*** 2025-11-02  07:31:58 ***_

_*** 2025-11-02  07:35:04 ***_

_*** 2025-11-02  07:38:10 ***_

_*** 2025-11-02  07:41:16 ***_

_*** 2025-11-02  07:44:22 ***_

_*** 2025-11-02  07:47:28 ***_

_*** 2025-11-02  07:50:34 ***_

_*** 2025-11-02  07:53:40 ***_

_*** 2025-11-02  07:56:46 ***_

_*** 2025-11-02  07:59:52 ***_

_*** 2025-11-02  08:02:58 ***_

_*** 2025-11-02  08:06:04 ***_

_*** 2025-11-02  08:09:10 ***_

_*** 2025-11-02  08:12:16 ***_

_*** 2025-11-02  08:15:22 ***_

_*** 2025-11-02  08:18:28 ***_

_*** 2025-11-02  08:21:34 ***_

_*** 2025-11-02  08:24:40 ***_

_*** 2025-11-02  08:27:46 ***_

_*** 2025-11-02  08:30:52 ***_

_*** 2025-11-02  08:33:58 ***_

_*** 2025-11-02  08:37:04 ***_

_*** 2025-11-02  08:40:10 ***_

_*** 2025-11-02  08:43:16 ***_

_*** 2025-11-02  08:46:22 ***_

_*** 2025-11-02  08:49:28 ***_

_*** 2025-11-02  08:52:34 ***_

_*** 2025-11-02  08:55:40 ***_

_*** 2025-11-02  08:58:46 ***_

_*** 2025-11-02  09:01:51 ***_

_*** 2025-11-02  09:04:57 ***_

_*** 2025-11-02  09:08:03 ***_

_*** 2025-11-02  09:11:09 ***_

_*** 2025-11-02  09:14:15 ***_

_*** 2025-11-02  09:17:21 ***_

_*** 2025-11-02  09:20:27 ***_

_*** 2025-11-02  09:23:33 ***_

_*** 2025-11-02  09:26:39 ***_

_*** 2025-11-02  09:29:45 ***_

_*** 2025-11-02  09:32:51 ***_

_*** 2025-11-02  09:35:56 ***_

_*** 2025-11-02  09:39:02 ***_

_*** 2025-11-02  09:42:08 ***_

_*** 2025-11-02  09:45:14 ***_

_*** 2025-11-02  09:48:20 ***_

*** 2025-11-02  09:51:26 ***
FD : ==:==  <=> online : AG

*** 2025-11-02  09:52:15 ***
FD : ==:==  <=>  : ==:== AG

_*** 2025-11-02  09:53:05 ***_

_*** 2025-11-02  09:56:10 ***_

_*** 2025-11-02  09:59:16 ***_

_*** 2025-11-02  10:02:22 ***_

_*** 2025-11-02  10:05:28 ***_

_*** 2025-11-02  10:08:34 ***_

_*** 2025-11-02  10:11:40 ***_

_*** 2025-11-02  10:14:46 ***_

_*** 2025-11-02  10:17:52 ***_

_*** 2025-11-02  10:20:58 ***_

_*** 2025-11-02  10:24:04 ***_

_*** 2025-11-02  10:27:10 ***_

_*** 2025-11-02  10:30:16 ***_

_*** 2025-11-02  10:33:22 ***_

_*** 2025-11-02  10:36:28 ***_

_*** 2025-11-02  10:39:33 ***_

_*** 2025-11-02  10:42:39 ***_

_*** 2025-11-02  10:45:45 ***_

_*** 2025-11-02  10:48:51 ***_

_*** 2025-11-02  10:51:57 ***_

_*** 2025-11-02  10:55:03 ***_

_*** 2025-11-02  10:58:09 ***_

_*** 2025-11-02  11:01:15 ***_

_*** 2025-11-02  11:04:21 ***_

_*** 2025-11-02  11:07:27 ***_

_*** 2025-11-02  11:10:33 ***_

_*** 2025-11-02  11:13:38 ***_

_*** 2025-11-02  11:16:44 ***_

_*** 2025-11-02  11:19:50 ***_

_*** 2025-11-02  11:22:56 ***_

_*** 2025-11-02  11:26:02 ***_

_*** 2025-11-02  11:29:08 ***_

_*** 2025-11-02  11:32:14 ***_

_*** 2025-11-02  11:35:20 ***_

_*** 2025-11-02  11:38:26 ***_

_*** 2025-11-02  11:41:31 ***_

*** 2025-11-02  11:44:37 ***
FD : online <=>  ==:== AG

*** 2025-11-02  11:45:27 ***
FD : ==:==  <=>  ==:== AG

_*** 2025-11-02  11:46:16 ***_

*** 2025-11-02  11:49:22 ***
FD : 2 minutes ago <=>  ==:== AG

*** 2025-11-02  11:50:12 ***
FD : 3 minutes ago <=>  ==:== AG

*** 2025-11-02  11:51:02 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  11:51:51 ***
FD : 4 minutes ago <=>  ==:== AG

*** 2025-11-02  11:52:40 ***
FD : 5 minutes ago <=>  ==:== AG

*** 2025-11-02  11:53:29 ***
FD : 6 minutes ago <=>  ==:== AG

*** 2025-11-02  11:54:19 ***
FD : 7 minutes ago <=>  ==:== AG

*** 2025-11-02  11:55:08 ***
FD : 8 minutes ago <=>  ==:== AG

*** 2025-11-02  11:55:58 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  11:56:47 ***
FD : 9 minutes ago <=>  ==:== AG

*** 2025-11-02  11:57:37 ***
FD : 10 minutes ago <=>  ==:== AG

*** 2025-11-02  11:58:26 ***
FD : 11 minutes ago <=>  ==:== AG

*** 2025-11-02  11:59:15 ***
FD : 12 minutes ago <=>  ==:== AG

*** 2025-11-02  12:00:04 ***
FD : 13 minutes ago <=>  ==:== AG

*** 2025-11-02  12:00:53 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  12:01:44 ***
FD : 14 minutes ago <=>  ==:== AG

*** 2025-11-02  12:02:33 ***
FD : 15 minutes ago <=>  ==:== AG

*** 2025-11-02  12:03:22 ***
FD : 16 minutes ago <=>  ==:== AG

*** 2025-11-02  12:04:11 ***
FD : 17 minutes ago <=>  ==:== AG

*** 2025-11-02  12:05:02 ***
FD : 18 minutes ago <=>  ==:== AG

*** 2025-11-02  12:05:52 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  12:06:41 ***
FD : 19 minutes ago <=>  ==:== AG

*** 2025-11-02  12:07:31 ***
FD : 20 minutes ago <=>  ==:== AG

*** 2025-11-02  12:08:20 ***
FD : 21 minutes ago <=>  ==:== AG

*** 2025-11-02  12:09:09 ***
FD : 22 minutes ago <=>  ==:== AG

*** 2025-11-02  12:09:58 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  12:10:48 ***
FD : 23 minutes ago <=>  ==:== AG

*** 2025-11-02  12:11:37 ***
FD : 24 minutes ago <=>  ==:== AG

*** 2025-11-02  12:12:26 ***
FD : 25 minutes ago <=>  ==:== AG

*** 2025-11-02  12:13:16 ***
FD : 26 minutes ago <=>  ==:== AG

*** 2025-11-02  12:14:05 ***
FD : 27 minutes ago <=>  ==:== AG

*** 2025-11-02  12:14:54 ***
FD : ==:==  <=>  ==:== AG

*** 2025-11-02  12:15:43 ***
FD : 28 minutes ago <=>  ==:== AG

*** 2025-11-02  12:16:33 ***
FD : 29 minutes ago <=>  ==:== AG

*** 2025-11-02  12:17:22 ***
FD : 30 minutes ago <=>  ==:== AG

*** 2025-11-02  12:18:11 ***
FD : 31 minutes ago <=>  ==:== AG

