*** 2025-11-30  08:35:39 *** (restart)
FD : 1 hour ago <=> 11/28/2025 : AG

_*** 2025-11-30  15:41:26 ***_

_*** 2025-11-30  15:44:32 ***_

_*** 2025-11-30  15:47:38 ***_

_*** 2025-11-30  15:50:44 ***_

_*** 2025-11-30  15:53:50 ***_

_*** 2025-11-30  15:56:56 ***_

*** 2025-11-30  16:00:02 ***
FD : ==:==  <=> 3 hours ago : AG

_*** 2025-11-30  16:00:51 ***_

_*** 2025-11-30  16:03:57 ***_

_*** 2025-11-30  16:07:03 ***_

_*** 2025-11-30  16:10:09 ***_

_*** 2025-11-30  16:13:15 ***_

_*** 2025-11-30  16:16:21 ***_

_*** 2025-11-30  16:19:27 ***_

_*** 2025-11-30  16:22:33 ***_

_*** 2025-11-30  16:25:39 ***_

_*** 2025-11-30  16:28:45 ***_

_*** 2025-11-30  16:31:51 ***_

_*** 2025-11-30  16:34:57 ***_

_*** 2025-11-30  16:38:03 ***_

_*** 2025-11-30  16:41:09 ***_

_*** 2025-11-30  16:44:15 ***_

_*** 2025-11-30  16:47:21 ***_

_*** 2025-11-30  16:50:27 ***_

_*** 2025-11-30  16:53:33 ***_

_*** 2025-11-30  16:56:39 ***_

*** 2025-11-30  16:59:45 ***
FD : ==:==  <=> 4 hours ago : AG

_*** 2025-11-30  17:00:35 ***_

_*** 2025-11-30  17:03:41 ***_

_*** 2025-11-30  17:06:46 ***_

_*** 2025-11-30  17:09:52 ***_

_*** 2025-11-30  17:12:58 ***_

_*** 2025-11-30  17:16:04 ***_

_*** 2025-11-30  17:19:10 ***_

_*** 2025-11-30  17:22:16 ***_

_*** 2025-11-30  17:25:22 ***_

_*** 2025-11-30  17:28:28 ***_

_*** 2025-11-30  17:31:34 ***_

_*** 2025-11-30  17:34:40 ***_

_*** 2025-11-30  17:37:46 ***_

_*** 2025-11-30  17:40:52 ***_

_*** 2025-11-30  17:43:58 ***_

_*** 2025-11-30  17:47:04 ***_

_*** 2025-11-30  17:50:10 ***_

_*** 2025-11-30  17:53:16 ***_

_*** 2025-11-30  17:56:22 ***_

*** 2025-11-30  17:59:28 ***
FD : ==:==  <=> 5 hours ago : AG

_*** 2025-11-30  18:00:17 ***_

_*** 2025-11-30  18:03:23 ***_

_*** 2025-11-30  18:06:29 ***_

_*** 2025-11-30  18:09:35 ***_

_*** 2025-11-30  18:12:41 ***_

_*** 2025-11-30  18:15:47 ***_

_*** 2025-11-30  18:18:53 ***_

_*** 2025-11-30  18:21:59 ***_

_*** 2025-11-30  18:25:05 ***_

_*** 2025-11-30  18:28:11 ***_

_*** 2025-11-30  18:31:17 ***_

_*** 2025-11-30  18:34:23 ***_

_*** 2025-11-30  18:37:29 ***_

_*** 2025-11-30  18:40:35 ***_

_*** 2025-11-30  18:43:41 ***_

_*** 2025-11-30  18:46:47 ***_

_*** 2025-11-30  18:49:53 ***_

*** 2025-11-30  18:51:35 *** (restart)
FD : today at 06:48 <=> 5 hours ago : AG

_*** 2025-11-30  18:52:27 ***_

_*** 2025-11-30  18:55:33 ***_

*** 2025-11-30  18:58:39 ***
FD : ==:==  <=> today at 12:58 : AG

_*** 2025-11-30  18:59:29 ***_

_*** 2025-11-30  19:02:36 ***_

_*** 2025-11-30  19:05:42 ***_

_*** 2025-11-30  19:08:48 ***_

_*** 2025-11-30  19:11:54 ***_

_*** 2025-11-30  19:15:00 ***_

_*** 2025-11-30  19:18:06 ***_

_*** 2025-11-30  19:21:12 ***_

_*** 2025-11-30  19:24:18 ***_

_*** 2025-11-30  19:27:24 ***_

_*** 2025-11-30  19:30:31 ***_

_*** 2025-11-30  19:33:37 ***_

_*** 2025-11-30  19:36:43 ***_

_*** 2025-11-30  19:39:49 ***_

_*** 2025-11-30  19:42:55 ***_

_*** 2025-11-30  19:46:00 ***_

_*** 2025-11-30  19:49:06 ***_

_*** 2025-11-30  19:52:12 ***_

_*** 2025-11-30  19:55:18 ***_

_*** 2025-11-30  19:58:24 ***_

_*** 2025-11-30  20:01:30 ***_

_*** 2025-11-30  20:04:36 ***_

_*** 2025-11-30  20:07:42 ***_

_*** 2025-11-30  20:10:48 ***_

_*** 2025-11-30  20:13:54 ***_

_*** 2025-11-30  20:17:00 ***_

_*** 2025-11-30  20:20:06 ***_

_*** 2025-11-30  20:23:12 ***_

_*** 2025-11-30  20:26:18 ***_

_*** 2025-11-30  20:29:24 ***_

_*** 2025-11-30  20:32:30 ***_

_*** 2025-11-30  20:35:36 ***_

_*** 2025-11-30  20:38:43 ***_

_*** 2025-11-30  20:41:49 ***_

_*** 2025-11-30  20:44:55 ***_

_*** 2025-11-30  20:48:01 ***_

_*** 2025-11-30  20:51:07 ***_

_*** 2025-11-30  20:54:13 ***_

_*** 2025-11-30  20:57:19 ***_

_*** 2025-11-30  21:00:25 ***_

_*** 2025-11-30  21:03:31 ***_

_*** 2025-11-30  21:06:37 ***_

_*** 2025-11-30  21:09:43 ***_

_*** 2025-11-30  21:12:50 ***_

_*** 2025-11-30  21:15:56 ***_

_*** 2025-11-30  21:19:02 ***_

_*** 2025-11-30  21:22:08 ***_

_*** 2025-11-30  21:25:14 ***_

_*** 2025-11-30  21:28:20 ***_

_*** 2025-11-30  21:31:26 ***_

_*** 2025-11-30  21:34:32 ***_

_*** 2025-11-30  21:37:38 ***_

_*** 2025-11-30  21:40:44 ***_

_*** 2025-11-30  21:43:50 ***_

_*** 2025-11-30  21:46:56 ***_

_*** 2025-11-30  21:50:02 ***_

_*** 2025-11-30  21:53:08 ***_

_*** 2025-11-30  21:56:14 ***_

_*** 2025-11-30  21:59:20 ***_

_*** 2025-11-30  22:02:26 ***_

_*** 2025-11-30  22:05:32 ***_

_*** 2025-11-30  22:08:38 ***_

_*** 2025-11-30  22:11:45 ***_

_*** 2025-11-30  22:14:51 ***_

_*** 2025-11-30  22:17:57 ***_

_*** 2025-11-30  22:21:03 ***_

_*** 2025-11-30  22:24:09 ***_

_*** 2025-11-30  22:27:15 ***_

_*** 2025-11-30  22:30:21 ***_

_*** 2025-11-30  22:33:27 ***_

_*** 2025-11-30  22:36:33 ***_

_*** 2025-11-30  22:39:38 ***_

_*** 2025-11-30  22:42:44 ***_

_*** 2025-11-30  22:45:50 ***_

_*** 2025-11-30  22:48:56 ***_

_*** 2025-11-30  22:52:02 ***_

_*** 2025-11-30  22:55:08 ***_

_*** 2025-11-30  22:58:14 ***_

_*** 2025-11-30  23:01:20 ***_

_*** 2025-11-30  23:04:26 ***_

_*** 2025-11-30  23:07:32 ***_

_*** 2025-11-30  23:10:38 ***_

_*** 2025-11-30  23:13:44 ***_

_*** 2025-11-30  23:16:50 ***_

_*** 2025-11-30  23:19:56 ***_

_*** 2025-11-30  23:23:02 ***_

_*** 2025-11-30  23:26:08 ***_

_*** 2025-11-30  23:29:14 ***_

_*** 2025-11-30  23:32:20 ***_

_*** 2025-11-30  23:35:26 ***_

_*** 2025-11-30  23:38:32 ***_

_*** 2025-11-30  23:41:38 ***_

_*** 2025-11-30  23:44:44 ***_

_*** 2025-11-30  23:47:50 ***_

_*** 2025-11-30  23:50:56 ***_

_*** 2025-11-30  23:54:02 ***_

_*** 2025-11-30  23:57:08 ***_

*** 2025-12-01  00:00:14 ***
FD : yesterday at 06:48 <=> yesterday at 12:58 : AG

_*** 2025-12-01  00:01:04 ***_

_*** 2025-12-01  00:04:10 ***_

_*** 2025-12-01  00:07:16 ***_

_*** 2025-12-01  00:10:22 ***_

_*** 2025-12-01  00:13:28 ***_

_*** 2025-12-01  00:16:34 ***_

_*** 2025-12-01  00:19:40 ***_

_*** 2025-12-01  00:22:46 ***_

_*** 2025-12-01  00:25:52 ***_

_*** 2025-12-01  00:28:58 ***_

_*** 2025-12-01  00:32:04 ***_

_*** 2025-12-01  00:35:09 ***_

_*** 2025-12-01  00:38:15 ***_

_*** 2025-12-01  00:41:21 ***_

_*** 2025-12-01  00:44:27 ***_

_*** 2025-12-01  00:47:33 ***_

_*** 2025-12-01  00:50:39 ***_

_*** 2025-12-01  00:53:45 ***_

_*** 2025-12-01  00:56:51 ***_

_*** 2025-12-01  00:59:57 ***_

_*** 2025-12-01  01:03:03 ***_

_*** 2025-12-01  01:06:09 ***_

_*** 2025-12-01  01:09:15 ***_

_*** 2025-12-01  01:12:21 ***_

_*** 2025-12-01  01:15:27 ***_

_*** 2025-12-01  01:18:33 ***_

_*** 2025-12-01  01:21:39 ***_

_*** 2025-12-01  01:24:45 ***_

_*** 2025-12-01  01:27:51 ***_

_*** 2025-12-01  01:30:57 ***_

_*** 2025-12-01  01:37:03 ***_

_*** 2025-12-01  01:43:09 ***_

_*** 2025-12-01  01:49:15 ***_

_*** 2025-12-01  01:55:21 ***_

_*** 2025-12-01  02:01:27 ***_

_*** 2025-12-01  02:07:33 ***_

_*** 2025-12-01  02:13:39 ***_

_*** 2025-12-01  02:19:45 ***_

_*** 2025-12-01  02:25:50 ***_

_*** 2025-12-01  02:31:56 ***_

_*** 2025-12-01  02:38:02 ***_

_*** 2025-12-01  02:44:08 ***_

_*** 2025-12-01  02:50:14 ***_

_*** 2025-12-01  02:56:20 ***_

_*** 2025-12-01  03:02:26 ***_

_*** 2025-12-01  03:08:32 ***_

_*** 2025-12-01  03:14:38 ***_

_*** 2025-12-01  03:20:44 ***_

_*** 2025-12-01  03:26:50 ***_

_*** 2025-12-01  03:32:56 ***_

_*** 2025-12-01  03:39:02 ***_

_*** 2025-12-01  03:45:07 ***_

_*** 2025-12-01  03:51:13 ***_

_*** 2025-12-01  03:57:19 ***_

_*** 2025-12-01  04:03:25 ***_

_*** 2025-12-01  04:09:31 ***_

_*** 2025-12-01  04:15:37 ***_

_*** 2025-12-01  04:21:43 ***_

_*** 2025-12-01  04:27:49 ***_

_*** 2025-12-01  04:33:55 ***_

_*** 2025-12-01  04:40:01 ***_

_*** 2025-12-01  04:46:07 ***_

_*** 2025-12-01  04:52:13 ***_

_*** 2025-12-01  04:58:19 ***_

_*** 2025-12-01  05:04:25 ***_

_*** 2025-12-01  05:10:31 ***_

_*** 2025-12-01  05:16:37 ***_

_*** 2025-12-01  05:22:42 ***_

_*** 2025-12-01  05:28:48 ***_

_*** 2025-12-01  05:34:54 ***_

_*** 2025-12-01  05:38:00 ***_

_*** 2025-12-01  05:41:06 ***_

_*** 2025-12-01  05:44:12 ***_

_*** 2025-12-01  05:47:18 ***_

_*** 2025-12-01  05:50:24 ***_

_*** 2025-12-01  05:53:30 ***_

_*** 2025-12-01  05:56:36 ***_

_*** 2025-12-01  05:59:42 ***_

_*** 2025-12-01  06:02:48 ***_

_*** 2025-12-01  06:05:54 ***_

_*** 2025-12-01  06:09:00 ***_

_*** 2025-12-01  06:12:06 ***_

_*** 2025-12-01  06:15:11 ***_

_*** 2025-12-01  06:18:17 ***_

_*** 2025-12-01  06:21:23 ***_

_*** 2025-12-01  06:24:29 ***_

_*** 2025-12-01  06:27:35 ***_

_*** 2025-12-01  06:30:41 ***_

_*** 2025-12-01  06:33:47 ***_

_*** 2025-12-01  06:36:53 ***_

_*** 2025-12-01  06:40:00 ***_

_*** 2025-12-01  06:43:05 ***_

_*** 2025-12-01  06:46:11 ***_

_*** 2025-12-01  06:49:17 ***_

_*** 2025-12-01  06:52:23 ***_

_*** 2025-12-01  06:55:29 ***_

_*** 2025-12-01  06:58:35 ***_

_*** 2025-12-01  07:01:41 ***_

_*** 2025-12-01  07:04:47 ***_

_*** 2025-12-01  07:07:53 ***_

_*** 2025-12-01  07:10:59 ***_

_*** 2025-12-01  07:14:05 ***_

_*** 2025-12-01  07:17:10 ***_

_*** 2025-12-01  07:20:16 ***_

_*** 2025-12-01  07:23:23 ***_

_*** 2025-12-01  07:26:29 ***_

_*** 2025-12-01  07:29:35 ***_

